,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,month,customer lifetime value_temp,income_temp,months since last claim_temp,months since policy inception_temp
727,23740.12142,28025,87,28.0,94,0.0,2,1,7710,28025.0,28.0,94.0
728,2829.312319,25860,72,12.0,46,0.0,1,2,1083,25860.0,12.0,46.0
729,13473.18567,25302,70,13.0,16,1.0,2,2,7001,25302.0,13.0,16.0
730,8170.621997,95241,68,3.0,12,1.0,2,1,5525,95241.0,3.0,12.0
731,3187.351993,0,85,27.0,29,0.0,1,2,1446,37657.38000875848,27.0,29.0
732,9212.613275,70958,115,1.0,57,0.0,7,2,6164,70958.0,1.0,57.0
733,5028.739297,0,67,21.0,60,0.0,5,1,3069,37657.38000875848,21.0,60.0
734,7684.887717,62192,98,30.0,28,0.0,5,2,5164,62192.0,30.0,28.0
735,4899.977003,76594,122,26.0,9,1.0,1,1,2893,76594.0,26.0,9.0
736,6520.824777,93721,80,22.0,62,0.0,6,2,4411,93721.0,22.0,62.0
737,5497.659883,28128,70,6.0,52,0.0,4,2,3678,28128.0,6.0,52.0
738,6466.304259,0,90,3.0,76,0.0,7,1,4383,37657.38000875848,3.0,76.0
739,5956.545724,48993,74,6.0,29,0.0,4,1,4133,48993.0,6.0,29.0
740,9928.986032,75716,247,2.0,32,0.0,1,1,6397,75716.0,2.0,32.0
741,7714.650119,0,74,33.0,24,0.0,2,1,5194,37657.38000875848,33.0,24.0
742,7295.42703,26849,62,5.0,0,0.0,2,2,4861,26849.0,5.0,48.064593825268226
743,6063.19979,20676,79,28.0,27,0.0,7,2,4187,20676.0,28.0,27.0
744,2580.849899,46900,66,13.0,59,0.0,1,2,618,46900.0,13.0,59.0
745,2497.808174,68041,64,10.0,47,0.0,1,2,444,68041.0,10.0,47.0
746,8085.448545,61409,68,30.0,80,0.0,2,1,5457,61409.0,30.0,80.0
747,8390.122077,0,78,22.0,3,0.0,2,1,5676,37657.38000875848,22.0,3.0
748,4773.686425,33701,63,16.0,67,0.0,5,2,2711,33701.0,16.0,67.0
749,7116.549068,0,66,5.0,46,0.0,2,2,4727,37657.38000875848,5.0,46.0
750,7356.010439,36812,92,23.0,98,1.0,4,2,4903,36812.0,23.0,98.0
751,6770.306834,74422,85,4.0,3,1.0,3,2,4541,74422.0,4.0,3.0
752,5452.171237,88567,67,9.0,89,0.0,9,2,3637,88567.0,9.0,89.0
753,6631.665538,32918,84,33.0,69,0.0,3,1,4458,32918.0,33.0,69.0
754,8646.504109,64125,108,3.0,44,0.0,3,1,5867,64125.0,3.0,44.0
755,4926.282836,49185,61,11.0,92,0.0,8,1,2931,49185.0,11.0,92.0
756,4636.54647,26802,66,7.0,43,1.0,5,1,2541,26802.0,7.0,43.0
757,2236.085718,0,64,12.0,56,3.0,1,2,83,37657.38000875848,12.0,56.0
758,11981.98481,21514,62,0.0,59,0.0,2,1,6777,21514.0,15.097000218962119,59.0
759,6496.197101,89285,81,25.0,3,0.0,3,1,4395,89285.0,25.0,3.0
760,6006.963446,0,80,5.0,10,0.0,8,1,4162,37657.38000875848,5.0,10.0
761,8646.504109,64125,108,3.0,44,0.0,3,1,5867,64125.0,3.0,44.0
762,13023.9329,64985,108,23.0,94,0.0,2,1,6919,64985.0,23.0,94.0
763,7804.597655,0,117,18.0,84,4.0,8,1,5256,37657.38000875848,18.0,84.0
764,5169.49937,12430,73,22.0,13,0.0,4,2,3254,12430.0,22.0,13.0
765,3394.720301,83431,84,13.0,33,0.0,1,1,1588,83431.0,13.0,33.0
766,19731.34147,33588,62,2.0,64,0.0,2,1,7524,33588.0,2.0,64.0
767,7079.790277,24245,63,0.0,22,0.0,2,1,4704,24245.0,15.097000218962119,22.0
768,12168.64405,0,109,28.0,96,0.0,2,2,6797,37657.38000875848,28.0,96.0
769,4726.869327,13037,124,28.0,49,0.0,1,1,2638,13037.0,28.0,49.0
770,9448.833931,85221,117,11.0,42,0.0,4,1,6262,85221.0,11.0,42.0
771,3883.398053,0,109,10.0,70,0.0,1,1,1920,37657.38000875848,10.0,70.0
772,4526.94696,92921,112,35.0,49,0.0,1,2,2434,92921.0,35.0,49.0
773,4605.036646,22571,63,29.0,51,0.0,9,1,2514,22571.0,29.0,51.0
774,12741.84754,73054,106,34.0,36,1.0,2,1,6874,73054.0,34.0,36.0
775,5850.451386,24317,73,2.0,35,1.0,3,1,4053,24317.0,2.0,35.0
776,10787.11572,44695,91,26.0,88,0.0,2,1,6589,44695.0,26.0,88.0
777,10396.53186,34948,130,20.0,15,0.0,7,2,6504,34948.0,20.0,15.0
778,3580.076125,71176,91,3.0,62,2.0,1,1,1718,71176.0,3.0,62.0
779,3585.884123,49080,91,14.0,68,0.0,1,1,1720,49080.0,14.0,68.0
780,2491.257604,25965,65,23.0,27,0.0,1,2,432,25965.0,23.0,27.0
781,13583.6249,58544,114,19.0,48,0.0,2,1,7015,58544.0,19.0,48.0
782,5874.820212,35301,74,23.0,68,0.0,7,1,4065,35301.0,23.0,68.0
783,2550.659053,69230,63,31.0,13,0.0,1,2,559,69230.0,31.0,13.0
784,8704.278179,38072,113,10.0,36,1.0,3,1,5914,38072.0,10.0,36.0
785,7286.789075,65870,61,21.0,40,1.0,2,2,4847,65870.0,21.0,40.0
786,5293.717318,0,74,14.0,43,0.0,4,1,3427,37657.38000875848,14.0,43.0
787,12851.42404,0,186,11.0,31,0.0,8,2,6892,37657.38000875848,11.0,31.0
788,3241.314176,66889,80,6.0,16,0.0,1,1,1487,66889.0,6.0,16.0
789,3358.660979,77309,83,22.0,6,0.0,1,2,1565,77309.0,22.0,6.0
790,11177.7521,20742,100,17.0,52,0.0,2,1,6664,20742.0,17.0,52.0
791,6793.77405,22250,86,10.0,36,0.0,3,1,4552,22250.0,10.0,36.0
792,8406.763319,67128,105,33.0,90,0.0,4,2,5689,67128.0,33.0,90.0
793,4873.672682,0,68,3.0,5,0.0,5,2,2840,37657.38000875848,3.0,5.0
794,8509.850887,26057,74,3.0,63,0.0,2,1,5774,26057.0,3.0,63.0
795,8161.1704,12266,114,25.0,36,1.0,3,1,5511,12266.0,25.0,36.0
796,12148.94098,37025,101,15.0,36,0.0,2,1,6794,37025.0,15.0,36.0
797,4001.519098,19782,108,13.0,66,0.0,1,2,2000,19782.0,13.0,66.0
798,4883.551402,19096,64,17.0,5,0.0,3,1,2866,19096.0,17.0,5.0
799,2869.997625,70974,71,15.0,0,0.0,1,2,1161,70974.0,15.0,48.064593825268226
800,25390.54546,19359,129,0.0,62,0.0,2,2,7764,19359.0,15.097000218962119,62.0
801,7343.52792,0,72,26.0,12,3.0,2,2,4895,37657.38000875848,26.0,12.0
802,2840.302575,79181,72,1.0,24,0.0,1,2,1102,79181.0,1.0,24.0
803,2805.098562,26004,70,12.0,3,0.0,1,1,1044,26004.0,12.0,3.0
804,4838.208972,73769,61,24.0,95,2.0,3,1,2796,73769.0,24.0,95.0
805,2821.947219,38977,70,27.0,22,0.0,1,1,1071,38977.0,27.0,22.0
806,2152.081322,0,65,8.0,50,0.0,1,2,38,37657.38000875848,8.0,50.0
807,4082.704584,23206,107,31.0,60,0.0,1,2,2066,23206.0,31.0,60.0
808,2965.71995,26472,74,22.0,31,0.0,1,2,1301,26472.0,22.0,31.0
809,6081.048248,0,82,26.0,33,0.0,3,1,4192,37657.38000875848,26.0,33.0
810,26843.12452,36068,97,0.0,10,0.0,2,1,7806,36068.0,15.097000218962119,10.0
811,5678.050167,0,76,8.0,44,0.0,3,1,3902,37657.38000875848,8.0,44.0
812,3355.528168,46644,84,34.0,19,0.0,1,1,1563,46644.0,34.0,19.0
813,10972.06778,24164,137,2.0,40,0.0,5,1,6627,24164.0,2.0,40.0
814,6677.418103,0,97,10.0,77,1.0,9,2,4485,37657.38000875848,10.0,77.0
815,2624.896858,18129,71,23.0,59,0.0,1,1,717,18129.0,23.0,59.0
816,9052.951051,10211,119,7.0,16,0.0,7,2,6093,10211.0,7.0,16.0
817,6112.756868,63243,77,21.0,73,0.0,3,2,4211,63243.0,21.0,73.0
818,10777.56762,53437,91,2.0,87,0.0,2,1,6587,53437.0,2.0,87.0
819,8489.843197,0,130,3.0,46,0.0,3,1,5754,37657.38000875848,3.0,46.0
820,5055.902381,88989,63,19.0,28,1.0,3,1,3104,88989.0,19.0,28.0
821,25997.74996,62262,72,17.0,2,0.0,2,2,7779,62262.0,17.0,2.0
822,10839.50749,26367,139,7.0,26,0.0,3,1,6598,26367.0,7.0,26.0
823,6044.020038,93715,74,12.0,88,0.0,7,1,4177,93715.0,12.0,88.0
824,5447.201066,68815,68,29.0,37,0.0,3,2,3630,68815.0,29.0,37.0
825,2241.108638,0,63,5.0,7,0.0,1,2,86,37657.38000875848,5.0,7.0
826,12866.89474,0,189,24.0,93,0.0,6,2,6893,37657.38000875848,24.0,93.0
827,5479.555081,56005,68,31.0,30,1.0,3,1,3661,56005.0,31.0,30.0
828,9366.816281,60613,240,3.0,52,0.0,1,1,6216,60613.0,3.0,52.0
829,3436.134281,30817,88,25.0,43,0.0,1,2,1614,30817.0,25.0,43.0
830,8336.08382,0,67,10.0,50,2.0,2,2,5643,37657.38000875848,10.0,50.0
831,13080.78528,0,124,12.0,58,0.0,2,2,6930,37657.38000875848,12.0,58.0
832,12734.21253,25023,82,31.0,38,0.0,2,1,6873,25023.0,31.0,38.0
833,9555.169159,96269,118,2.0,52,0.0,8,1,6294,96269.0,2.0,52.0
834,6488.89559,95025,81,15.0,12,0.0,8,2,4393,95025.0,15.0,12.0
835,8436.350708,49182,70,6.0,86,0.0,2,1,5716,49182.0,6.0,86.0
836,31864.8589,23576,89,8.0,72,0.0,2,2,7900,23576.0,8.0,72.0
837,33473.34946,33190,106,18.0,95,0.0,2,1,7931,33190.0,18.0,95.0
838,4250.282624,0,61,17.0,1,1.0,7,1,2194,37657.38000875848,17.0,1.0
839,16515.00927,51725,138,9.0,16,1.0,2,2,7330,51725.0,9.0,16.0
840,2356.702311,0,69,22.0,11,0.0,1,1,180,37657.38000875848,22.0,11.0
841,7933.820656,76505,65,32.0,89,0.0,2,1,5344,76505.0,32.0,89.0
842,1940.981221,0,66,5.0,40,3.0,1,2,4,37657.38000875848,5.0,40.0
843,5548.031892,67798,69,1.0,78,0.0,9,1,3739,67798.0,1.0,78.0
844,5332.615013,74837,66,9.0,18,0.0,7,1,3482,74837.0,9.0,18.0
845,8341.929905,30344,107,29.0,79,0.0,9,2,5647,30344.0,29.0,79.0
846,5936.344043,42889,74,31.0,18,0.0,7,1,4123,42889.0,31.0,18.0
847,5213.3743,65167,131,22.0,85,0.0,1,2,3312,65167.0,22.0,85.0
848,7706.036295,48019,64,15.0,94,0.0,2,2,5183,48019.0,15.0,94.0
849,7452.543017,0,68,14.0,46,0.0,2,1,4985,37657.38000875848,14.0,46.0
850,5924.667902,78387,74,5.0,1,0.0,6,1,4110,78387.0,5.0,1.0
851,3032.816016,73782,76,11.0,97,0.0,1,1,1345,73782.0,11.0,97.0
852,3694.647081,0,102,13.0,84,0.0,1,2,1792,37657.38000875848,13.0,84.0
853,3122.984111,72916,80,25.0,72,0.0,1,1,1406,72916.0,25.0,72.0
854,4362.931238,58842,110,6.0,74,0.0,1,1,2279,58842.0,6.0,74.0
855,2566.782278,21375,65,14.0,66,0.0,1,2,593,21375.0,14.0,66.0
856,2435.689035,32931,62,16.0,45,0.0,1,1,305,32931.0,16.0,45.0
857,2849.252467,63326,72,2.0,34,0.0,1,2,1118,63326.0,2.0,34.0
858,4881.299084,37998,61,26.0,27,0.0,7,2,2857,37998.0,26.0,27.0
859,2497.45507,24825,64,34.0,44,0.0,1,2,441,24825.0,34.0,44.0
860,6661.744145,0,95,6.0,99,0.0,5,1,4474,37657.38000875848,6.0,99.0
861,2549.080421,52980,64,33.0,93,0.0,1,2,555,52980.0,33.0,93.0
862,4601.634099,84394,114,9.0,38,0.0,1,1,2511,84394.0,9.0,38.0
863,20120.56053,32869,85,4.0,49,0.0,2,1,7542,32869.0,4.0,49.0
864,5903.612641,55393,74,15.0,6,1.0,3,1,4090,55393.0,15.0,6.0
865,2584.203924,22562,65,4.0,81,0.0,1,1,624,22562.0,4.0,81.0
866,23331.829,44719,66,6.0,55,0.0,2,1,7700,44719.0,6.0,55.0
867,4330.38602,60475,107,9.0,18,0.0,1,2,2252,60475.0,9.0,18.0
868,5544.909083,79619,71,3.0,34,3.0,6,2,3738,79619.0,3.0,34.0
869,5876.054314,32848,74,2.0,59,0.0,5,2,4068,32848.0,2.0,59.0
870,2759.618207,64388,69,12.0,51,0.0,1,1,969,64388.0,12.0,51.0
871,26197.41498,18495,113,10.0,15,0.0,2,1,7785,18495.0,10.0,15.0
872,5157.053124,43906,65,6.0,53,0.0,6,2,3237,43906.0,6.0,53.0
873,3208.919835,40135,80,29.0,70,0.0,1,2,1460,40135.0,29.0,70.0
874,6921.973993,16483,90,14.0,68,0.0,9,2,4626,16483.0,14.0,68.0
875,11274.91011,0,114,22.0,39,0.0,2,2,6678,37657.38000875848,22.0,39.0
876,7285.030983,44788,61,6.0,48,0.0,2,2,4844,44788.0,6.0,48.0
877,13918.5348,64113,117,24.0,32,0.0,2,1,7050,64113.0,24.0,32.0
878,9048.983447,0,119,9.0,8,0.0,3,1,6089,37657.38000875848,9.0,8.0
879,7142.54905,24417,185,22.0,25,0.0,1,1,4740,24417.0,22.0,25.0
880,9672.701942,0,96,5.0,27,0.0,2,2,6332,37657.38000875848,5.0,27.0
881,3403.919366,38460,88,15.0,1,1.0,1,2,1595,38460.0,15.0,1.0
882,4019.384424,0,118,2.0,48,0.0,1,2,2018,37657.38000875848,2.0,48.0
883,12168.74492,14973,115,2.0,75,0.0,2,2,6798,14973.0,2.0,75.0
884,10571.5377,94137,65,16.0,27,0.0,2,2,6547,94137.0,16.0,27.0
885,4935.189986,29560,62,21.0,89,0.0,7,2,2945,29560.0,21.0,89.0
886,11323.35555,98254,94,23.0,11,3.0,2,2,6691,98254.0,23.0,11.0
887,4175.945269,23060,109,13.0,25,3.0,1,2,2143,23060.0,13.0,25.0
888,13235.54436,39778,112,23.0,49,0.0,2,2,6958,39778.0,23.0,49.0
889,2585.955652,83758,64,27.0,34,0.0,1,1,631,83758.0,27.0,34.0
890,3435.25008,64348,86,25.0,18,0.0,1,1,1612,64348.0,25.0,18.0
891,8376.332294,26448,105,7.0,42,0.0,3,1,5668,26448.0,7.0,42.0
892,4510.194071,44230,114,2.0,45,0.0,1,2,2413,44230.0,2.0,45.0
893,35022.45478,25270,99,34.0,87,0.0,2,2,7941,25270.0,34.0,87.0
894,7716.997859,37376,99,34.0,52,0.0,3,1,5197,37376.0,34.0,52.0
895,3694.140498,96170,92,8.0,86,0.0,1,2,1790,96170.0,8.0,86.0
896,5261.037541,43573,66,30.0,64,0.0,5,1,3376,43573.0,30.0,64.0
897,9486.596417,42240,79,25.0,10,0.0,2,1,6275,42240.0,25.0,10.0
898,3687.169374,0,99,5.0,68,1.0,1,1,1784,37657.38000875848,5.0,68.0
899,23747.46699,0,96,29.0,22,4.0,2,2,7711,37657.38000875848,29.0,22.0
900,3618.686938,50755,91,21.0,25,0.0,1,2,1741,50755.0,21.0,25.0
901,30205.01297,0,89,7.0,4,0.0,2,2,7873,37657.38000875848,7.0,4.0
902,5583.575264,76927,138,2.0,46,0.0,1,2,3791,76927.0,2.0,46.0
903,4841.057535,23449,61,33.0,2,0.0,8,2,2800,23449.0,33.0,2.0
904,8838.085637,82664,114,24.0,10,3.0,9,1,5989,82664.0,24.0,10.0
905,5586.893159,94161,69,0.0,65,0.0,4,1,3795,94161.0,15.097000218962119,65.0
906,6685.069081,56270,83,23.0,2,0.0,4,2,4489,56270.0,23.0,2.0
907,2682.912454,0,74,24.0,33,0.0,1,1,816,37657.38000875848,24.0,33.0
908,2272.30731,0,64,35.0,59,0.0,1,1,104,37657.38000875848,35.0,59.0
909,2839.013244,0,81,22.0,26,0.0,1,1,1096,37657.38000875848,22.0,26.0
910,5029.296953,40113,67,2.0,43,3.0,5,1,3071,40113.0,2.0,43.0
911,13432.00289,68956,118,12.0,8,2.0,2,1,6992,68956.0,12.0,8.0
912,7879.928952,45703,98,17.0,36,0.0,9,1,5307,45703.0,17.0,36.0
913,6846.150323,0,95,13.0,20,0.0,5,1,4576,37657.38000875848,13.0,20.0
914,12298.6863,17101,113,1.0,88,0.0,2,2,6819,17101.0,1.0,88.0
915,9275.681452,52494,119,5.0,69,0.0,7,2,6188,52494.0,5.0,69.0
916,5618.485357,24518,74,23.0,62,0.0,3,1,3828,24518.0,23.0,62.0
917,3237.500928,27982,87,15.0,74,0.0,1,1,1481,27982.0,15.0,74.0
918,2552.913868,33124,67,35.0,7,0.0,1,2,566,33124.0,35.0,7.0
919,10208.92761,35482,129,21.0,59,0.0,3,2,6458,35482.0,21.0,59.0
920,2518.743544,39317,64,22.0,46,0.0,1,2,488,39317.0,22.0,46.0
921,5595.389905,74454,71,25.0,29,0.0,3,2,3800,74454.0,25.0,29.0
922,5048.226244,29401,65,30.0,56,0.0,4,2,3095,29401.0,30.0,56.0
923,9830.337629,25965,253,15.0,59,0.0,1,2,6377,25965.0,15.0,59.0
924,10883.78785,91123,138,32.0,70,3.0,8,1,6609,91123.0,32.0,70.0
925,2792.009458,22426,76,9.0,31,1.0,1,2,1025,22426.0,9.0,31.0
926,73225.95652,39547,202,11.0,21,0.0,2,2,8038,39547.0,11.0,21.0
927,11160.07706,33232,94,21.0,81,0.0,2,1,6662,33232.0,21.0,81.0
928,15014.0927,32961,190,13.0,53,0.0,3,1,7177,32961.0,13.0,53.0
929,6978.719808,53808,88,26.0,91,0.0,7,2,4658,53808.0,26.0,91.0
930,6273.911874,18577,86,21.0,76,0.0,6,2,4287,18577.0,21.0,76.0
931,7481.825592,61783,94,17.0,20,0.0,6,1,5003,61783.0,17.0,20.0
932,5394.913017,29853,69,8.0,36,0.0,6,2,3569,29853.0,8.0,36.0
933,2722.210707,17576,71,29.0,70,0.0,1,2,889,17576.0,29.0,70.0
934,23984.62144,79655,296,12.0,17,0.0,9,1,7721,79655.0,12.0,17.0
935,2451.535793,48791,62,27.0,0,3.0,1,2,341,48791.0,27.0,48.064593825268226
936,4971.727892,49161,63,16.0,41,2.0,3,2,2993,49161.0,16.0,41.0
937,7329.777554,59630,185,9.0,67,0.0,1,1,4882,59630.0,9.0,67.0
938,22103.5072,0,102,35.0,48,0.0,2,1,7646,37657.38000875848,35.0,48.0
939,8560.162384,28120,112,7.0,52,0.0,3,1,5808,28120.0,7.0,52.0
940,3885.456401,0,105,3.0,92,0.0,1,2,1922,37657.38000875848,3.0,92.0
941,17029.89338,54613,213,29.0,62,0.0,5,2,7369,54613.0,29.0,62.0
942,20725.37773,15529,273,1.0,64,0.0,9,2,7578,15529.0,1.0,64.0
943,2682.704812,63471,67,0.0,71,0.0,1,2,815,63471.0,15.097000218962119,71.0
944,11473.48149,66538,95,14.0,64,0.0,2,1,6706,66538.0,14.0,64.0
945,26576.31541,87002,110,27.0,30,0.0,2,2,7802,87002.0,27.0,30.0
946,11633.57855,39669,98,13.0,63,0.0,2,2,6728,39669.0,13.0,63.0
947,2365.348601,0,66,25.0,51,2.0,1,1,190,37657.38000875848,25.0,51.0
948,4170.687348,29462,107,28.0,23,1.0,1,1,2139,29462.0,28.0,23.0
949,2254.931708,0,65,0.0,51,0.0,1,1,97,37657.38000875848,15.097000218962119,51.0
950,13024.13012,0,125,6.0,61,0.0,2,1,6920,37657.38000875848,6.0,61.0
951,8082.880956,53554,67,6.0,5,0.0,2,1,5452,53554.0,6.0,5.0
952,4541.26342,0,65,15.0,85,2.0,4,1,2452,37657.38000875848,15.0,85.0
953,9234.277026,0,134,29.0,43,0.0,6,2,6173,37657.38000875848,29.0,43.0
954,13770.97618,59207,116,23.0,21,0.0,2,2,7030,59207.0,23.0,21.0
955,39561.07502,60500,110,27.0,92,0.0,2,1,7984,60500.0,27.0,92.0
956,8613.464627,26680,106,11.0,49,0.0,5,1,5845,26680.0,11.0,49.0
957,5453.861203,30855,68,7.0,15,0.0,7,1,3641,30855.0,7.0,15.0
958,8845.073706,95850,109,3.0,16,0.0,3,1,5993,95850.0,3.0,16.0
959,8021.067105,54292,67,4.0,26,0.0,2,2,5405,54292.0,4.0,26.0
960,2454.589361,0,72,25.0,4,0.0,1,2,355,37657.38000875848,25.0,4.0
961,9247.464417,97030,76,14.0,24,0.0,2,1,6177,97030.0,14.0,24.0
962,10979.09559,94827,135,5.0,64,0.0,4,2,6630,94827.0,5.0,64.0
963,14962.37103,0,82,9.0,58,0.0,2,2,7172,37657.38000875848,9.0,58.0
964,9752.698201,37345,82,27.0,12,0.0,2,1,6351,37345.0,27.0,12.0
965,5505.167392,15648,73,29.0,68,1.0,5,2,3691,15648.0,29.0,68.0
966,14741.76092,0,139,2.0,33,1.0,2,1,7153,37657.38000875848,2.0,33.0
967,2258.793954,0,65,8.0,47,0.0,1,1,99,37657.38000875848,8.0,47.0
968,2795.321353,0,74,6.0,61,0.0,1,1,1027,37657.38000875848,6.0,61.0
969,8692.282356,31986,111,13.0,83,0.0,6,1,5903,31986.0,13.0,83.0
970,4171.300175,36723,106,13.0,18,1.0,1,1,2141,36723.0,13.0,18.0
971,8256.2978,62902,69,14.0,94,0.0,2,1,5583,62902.0,14.0,94.0
972,13759.14695,16794,96,7.0,31,0.0,2,1,7029,16794.0,7.0,31.0
973,7292.397562,0,68,6.0,50,0.0,2,2,4853,37657.38000875848,6.0,50.0
974,6310.400194,79880,79,22.0,68,1.0,7,1,4319,79880.0,22.0,68.0
975,2478.235474,24186,64,8.0,11,0.0,1,2,400,24186.0,8.0,11.0
976,5439.3601,69186,69,24.0,16,0.0,3,2,3622,69186.0,24.0,16.0
977,10737.68425,50607,137,15.0,0,0.0,9,2,6581,50607.0,15.0,48.064593825268226
978,14318.44839,22697,186,35.0,39,1.0,8,2,7104,22697.0,35.0,39.0
979,4743.694528,83413,118,0.0,1,0.0,1,2,2665,83413.0,15.097000218962119,1.0
980,7196.721128,0,107,22.0,96,0.0,4,1,4774,37657.38000875848,22.0,96.0
981,5448.555219,85296,68,15.0,47,0.0,6,1,3633,85296.0,15.0,47.0
982,2907.43603,52216,72,8.0,55,1.0,1,1,1222,52216.0,8.0,55.0
983,3055.70113,42406,77,15.0,49,0.0,1,1,1361,42406.0,15.0,49.0
984,5365.54161,77095,68,22.0,59,1.0,4,2,3524,77095.0,22.0,59.0
985,8287.679305,81367,103,2.0,32,0.0,4,2,5613,81367.0,2.0,32.0
986,5953.352957,20283,77,7.0,17,0.0,3,1,4131,20283.0,7.0,17.0
987,6964.051797,0,95,19.0,41,1.0,9,2,4650,37657.38000875848,19.0,41.0
988,11302.60169,22361,95,15.0,42,0.0,2,1,6684,22361.0,15.0,42.0
989,7647.451823,91512,189,6.0,86,0.0,1,2,5141,91512.0,6.0,86.0
990,9209.41167,31365,115,1.0,12,0.0,7,2,6163,31365.0,1.0,12.0
991,2611.836866,0,77,3.0,90,0.0,1,2,688,37657.38000875848,3.0,90.0
992,5158.648497,0,74,24.0,98,0.0,5,2,3240,37657.38000875848,24.0,98.0
993,9551.167226,57016,119,31.0,86,0.0,3,1,6291,57016.0,31.0,86.0
994,2452.059049,30216,63,18.0,74,0.0,1,2,344,30216.0,18.0,74.0
995,37939.48817,20587,106,14.0,21,0.0,2,1,7972,20587.0,14.0,21.0
996,5568.947534,0,79,21.0,53,1.0,7,1,3771,37657.38000875848,21.0,53.0
997,8996.774075,49706,113,13.0,95,0.0,3,2,6059,49706.0,13.0,95.0
998,8595.726399,76763,108,12.0,87,0.0,8,1,5834,76763.0,12.0,87.0
999,5476.527832,52218,68,11.0,85,0.0,8,2,3659,52218.0,11.0,85.0
1000,2454.58354,23158,63,4.0,6,1.0,1,2,354,23158.0,4.0,6.0
1001,3451.25106,45609,87,4.0,30,0.0,1,2,1627,45609.0,4.0,30.0
1002,8591.305411,0,128,4.0,24,0.0,6,1,5829,37657.38000875848,4.0,24.0
1003,5427.484591,74561,68,0.0,23,1.0,5,2,3611,74561.0,15.097000218962119,23.0
1004,2442.212317,0,69,7.0,10,0.0,1,2,316,37657.38000875848,7.0,10.0
1005,4945.072236,78796,61,15.0,3,0.0,3,1,2960,78796.0,15.0,3.0
1006,8355.774443,64502,70,22.0,49,0.0,2,1,5655,64502.0,22.0,49.0
1007,2841.443088,30473,72,20.0,35,0.0,1,1,1105,30473.0,20.0,35.0
1008,2674.07551,68787,66,7.0,64,0.0,1,1,799,68787.0,7.0,64.0
1009,22332.43946,49078,97,10.0,3,0.0,2,1,7660,49078.0,10.0,3.0
1010,26453.93512,42961,83,24.0,16,0.0,2,2,7797,42961.0,24.0,16.0
1011,15000.84238,62473,76,6.0,70,1.0,2,1,7175,62473.0,6.0,70.0
1012,2810.464447,26790,71,4.0,41,0.0,1,2,1052,26790.0,4.0,41.0
1013,4815.009736,25398,64,30.0,80,0.0,6,1,2762,25398.0,30.0,80.0
1014,6347.497519,42259,81,1.0,15,0.0,3,2,4333,42259.0,1.0,15.0
1015,4140.648654,0,123,5.0,35,2.0,1,1,2109,37657.38000875848,5.0,35.0
1016,3746.751625,41479,94,14.0,38,1.0,1,2,1832,41479.0,14.0,38.0
1017,3702.63121,33738,95,13.0,97,0.0,1,1,1797,33738.0,13.0,97.0
1018,5130.823951,12940,68,7.0,36,0.0,3,1,3206,12940.0,7.0,36.0
1019,2483.642397,50632,62,26.0,42,0.0,1,2,414,50632.0,26.0,42.0
1020,8044.73072,44320,67,13.0,79,0.0,2,1,5428,44320.0,13.0,79.0
1021,6288.156817,0,84,14.0,66,0.0,3,1,4303,37657.38000875848,14.0,66.0
1022,6686.128629,22244,84,6.0,59,0.0,9,2,4491,22244.0,6.0,59.0
1023,8716.368952,28743,112,9.0,13,0.0,3,2,5925,28743.0,9.0,13.0
1024,10382.38098,32821,129,35.0,40,0.0,4,2,6494,32821.0,35.0,40.0
1025,2491.317024,36631,62,30.0,77,0.0,1,1,433,36631.0,30.0,77.0
1026,25830.90982,73760,107,16.0,3,1.0,2,1,7777,73760.0,16.0,3.0
1027,5421.04863,29981,71,4.0,9,0.0,3,1,3603,29981.0,4.0,9.0
1028,21172.38983,0,82,24.0,86,0.0,2,1,7599,37657.38000875848,24.0,86.0
1029,2563.582441,0,69,11.0,60,0.0,1,1,589,37657.38000875848,11.0,60.0
1030,4863.266809,0,70,3.0,35,0.0,5,1,2821,37657.38000875848,3.0,35.0
1031,5745.95924,51335,71,17.0,88,0.0,9,2,3960,51335.0,17.0,88.0
1032,3873.647046,28142,105,18.0,50,0.0,1,1,1915,28142.0,18.0,50.0
1033,7444.939419,0,114,21.0,41,0.0,4,2,4979,37657.38000875848,21.0,41.0
1034,25807.063,71210,214,8.0,89,1.0,2,2,7776,71210.0,8.0,89.0
1035,7957.630101,51125,67,3.0,67,0.0,2,1,5361,51125.0,3.0,67.0
1036,4105.580991,39492,105,20.0,81,0.0,1,2,2082,39492.0,20.0,81.0
1037,5392.499539,0,74,19.0,8,0.0,8,1,3565,37657.38000875848,19.0,8.0
1038,12280.76661,88340,102,16.0,1,0.0,2,1,6815,88340.0,16.0,1.0
1039,4118.588554,69379,103,14.0,79,0.0,1,1,2095,69379.0,14.0,79.0
1040,7854.960831,25378,66,22.0,32,1.0,2,1,5289,25378.0,22.0,32.0
1041,4330.38602,60475,107,9.0,18,0.0,1,2,2252,60475.0,9.0,18.0
1042,4041.241758,23818,104,6.0,1,1.0,1,1,2034,23818.0,6.0,1.0
1043,5741.696078,45820,71,4.0,89,0.0,8,2,3953,45820.0,4.0,89.0
1044,3436.134281,30817,88,25.0,43,0.0,1,2,1614,30817.0,25.0,43.0
1045,4883.335068,40171,123,13.0,23,0.0,1,2,2865,40171.0,13.0,23.0
