,CUSTOMER LIFETIME VALUE,INCOME,MONTHLY PREMIUM AUTO,MONTHS SINCE LAST CLAIM,MONTHS SINCE POLICY INCEPTION,NUMBER OF OPEN COMPLAINTS,NUMBER OF POLICIES,MONTH,CUSTOMER LIFETIME VALUE_TEMP
1845,17557.54051,68273,146,23.0,93,0.0,2,2,7398
1846,6529.431827,13476,67,3.0,30,2.0,2,2,4413
1847,8791.444942,54094,112,9.0,51,0.0,4,1,5965
1848,3096.511217,21604,79,14.0,28,0.0,1,2,1390
1849,3436.134281,30817,88,25.0,43,0.0,1,2,1614
1850,6273.911874,18577,86,21.0,76,0.0,6,2,4287
1851,2464.238061,72834,65,12.0,81,3.0,1,2,369
1852,4334.210791,0,116,6.0,87,0.0,1,2,2257
1853,2052.948967,0,67,33.0,21,2.0,1,2,11
1854,2509.107875,33555,63,17.0,11,0.0,1,2,469
1855,23228.23674,53243,102,26.0,96,3.0,2,2,7698
1856,5351.853544,54817,137,24.0,28,0.0,1,2,3506
1857,8006.219948,63762,99,13.0,55,0.0,4,1,5389
1858,12731.95161,40870,105,3.0,56,0.0,2,1,6872
1859,2778.903705,73570,70,0.0,46,1.0,1,2,1004
1860,11490.33618,0,161,0.0,94,0.0,3,1,6707
1861,8668.611261,21474,114,13.0,72,2.0,9,2,5888
1862,8888.143979,58789,111,4.0,69,0.0,3,2,6016
1863,9685.542977,66022,239,17.0,80,0.0,1,2,6333
1864,4784.960513,25813,61,16.0,97,0.0,8,1,2725
1865,5037.953998,0,68,28.0,23,1.0,9,1,3080
1866,7457.344801,43406,187,6.0,49,0.0,1,1,4990
1867,2498.963061,76792,62,12.0,27,0.0,1,2,447
1868,10876.4794,71255,138,28.0,16,0.0,4,2,6607
1869,4482.015107,62977,115,34.0,40,0.0,1,2,2387
1870,5090.44875,25226,71,13.0,97,1.0,4,2,3147
1871,8708.27928,30090,73,10.0,3,0.0,2,1,5917
1872,2802.621642,34628,71,21.0,31,0.0,1,1,1040
1873,13530.02906,75037,85,5.0,27,2.0,2,2,7006
1874,4151.551337,0,125,23.0,64,0.0,1,1,2117
1875,8703.727127,61897,72,7.0,79,0.0,2,2,5913
1876,6057.07208,27681,83,13.0,62,0.0,9,2,4185
1877,8548.30415,53055,112,30.0,30,2.0,3,1,5801
1878,4383.751482,0,123,14.0,97,0.0,1,1,2303
1879,9057.935331,91025,112,26.0,37,0.0,9,1,6094
1880,3546.400212,0,103,11.0,92,0.0,1,1,1692
1881,4810.97858,24711,122,31.0,93,0.0,1,1,2756
1882,5639.941974,73168,70,21.0,50,0.0,3,1,3861
1883,8827.229838,0,123,35.0,38,1.0,3,2,5981
1884,5107.163002,35625,65,10.0,56,1.0,3,1,3172
1885,5380.316469,0,73,11.0,95,0.0,3,2,3542
1886,4651.28429,98475,115,8.0,22,0.0,1,2,2559
1887,12741.84754,73054,106,34.0,36,1.0,2,1,6874
1888,5015.009472,48567,130,12.0,15,0.0,1,2,3052
1889,20096.89337,92766,71,17.0,15,0.0,2,1,7540
1890,8058.659713,25595,101,5.0,86,0.0,9,2,5437
1891,11228.28966,0,64,1.0,63,0.0,2,1,6669
1892,3861.486269,93272,95,3.0,54,0.0,1,1,1907
1893,2537.383207,92401,64,30.0,37,0.0,1,1,525
1894,28432.00202,17130,198,1.0,58,0.0,2,1,7841
1895,4359.74197,0,64,17.0,84,0.0,9,1,2276
1896,2274.775451,0,63,2.0,5,0.0,1,1,110
1897,4005.720666,28987,102,8.0,98,0.0,1,1,2003
1898,8658.863813,62464,109,23.0,45,0.0,4,2,5878
1899,5316.7566,28559,66,5.0,1,0.0,5,1,3456
1900,4755.720009,23975,128,8.0,39,0.0,1,2,2680
1901,5555.492159,51705,139,26.0,79,0.0,1,1,3753
1902,8744.727173,61706,110,6.0,71,0.0,7,2,5948
1903,2895.522489,46267,72,4.0,73,0.0,1,1,1203
1904,16553.23422,98912,135,18.0,92,0.0,2,2,7335
1905,4715.469193,0,126,13.0,91,0.0,1,2,2625
1906,18042.47942,35704,225,21.0,35,0.0,8,1,7428
1907,13258.17973,20754,184,19.0,15,0.0,7,2,6961
1908,5377.90796,34528,69,22.0,0,2.0,7,2,3538
1909,14651.6153,74915,122,13.0,17,0.0,2,1,7139
1910,4960.548942,21638,65,9.0,81,0.0,8,2,2976
1911,4756.12617,56146,119,0.0,91,0.0,1,2,2682
1912,2864.544017,91368,71,13.0,95,0.0,1,2,1151
1913,5659.139938,52389,72,29.0,8,1.0,9,2,3882
1914,8510.758196,26032,109,18.0,25,0.0,3,2,5776
1915,2453.570794,29735,69,3.0,92,0.0,1,2,352
1916,3362.414442,22853,87,16.0,89,0.0,1,1,1570
1917,4335.676738,30574,114,19.0,10,1.0,1,1,2259
1918,3561.595726,0,105,3.0,30,0.0,1,2,1704
1919,5935.572179,90263,74,17.0,36,0.0,8,1,4120
1920,14628.49627,63936,189,4.0,29,0.0,5,2,7135
1921,6393.874612,0,66,4.0,6,2.0,2,1,4353
1922,5284.312599,37640,67,25.0,74,0.0,4,2,3411
1923,6698.974274,21114,180,7.0,59,0.0,1,1,4497
1924,2698.355517,88867,69,6.0,2,1.0,1,1,851
1925,2851.161121,55274,71,14.0,35,0.0,1,2,1119
1926,4904.894731,12902,139,3.0,51,0.0,1,2,2901
1927,3508.569533,20978,98,19.0,96,1.0,1,1,1666
1928,2725.680297,39161,71,8.0,84,3.0,1,1,897
1929,2989.963139,79867,74,25.0,76,1.0,1,2,1319
1930,4980.825042,53265,62,12.0,27,0.0,3,2,3001
1931,4774.379355,0,73,1.0,31,0.0,3,1,2712
1932,7758.588506,96162,97,9.0,91,0.0,4,2,5225
1933,8189.967712,72191,68,19.0,48,0.0,2,2,5540
1934,4270.034394,0,122,27.0,2,0.0,1,1,2204
1935,2429.280527,26736,63,6.0,64,0.0,1,1,282
1936,2489.751297,75474,62,12.0,7,0.0,1,2,431
1937,10808.06597,31063,92,20.0,19,0.0,2,1,6592
1938,4836.394361,0,140,15.0,87,0.0,1,2,2792
1939,12487.58095,31283,104,18.0,3,0.0,2,1,6842
1940,8901.468512,76558,74,2.0,45,0.0,2,1,6022
1941,8409.668976,53986,70,22.0,37,1.0,2,2,5693
1942,6652.474492,34886,84,3.0,40,0.0,5,2,4469
1943,3509.968806,51800,92,29.0,12,0.0,1,1,1669
1944,5010.37931,64014,63,26.0,27,0.0,7,1,3044
1945,7442.570447,57517,96,14.0,61,0.0,8,1,4976
1946,15656.03434,71731,130,12.0,50,0.0,2,2,7252
1947,2485.886754,0,70,24.0,58,0.0,1,2,418
1948,8972.140307,89689,74,14.0,4,0.0,2,1,6051
1949,5619.689084,0,153,25.0,5,0.0,1,1,3831
1950,5451.802287,55898,69,35.0,87,0.0,6,1,3636
1951,6333.030812,71737,79,7.0,79,0.0,4,1,4330
1952,6993.838856,0,65,29.0,35,2.0,2,1,4670
1953,8531.401125,98677,105,3.0,40,0.0,9,1,5787
1954,8311.1359,0,72,22.0,79,0.0,2,1,5627
1955,8901.678357,0,136,14.0,69,1.0,8,1,6023
1956,4671.416683,0,66,7.0,66,0.0,9,1,2584
1957,8263.482214,0,79,11.0,45,1.0,2,2,5590
1958,13561.2048,29095,91,29.0,47,1.0,2,1,7009
1959,3798.32165,0,107,34.0,70,1.0,1,2,1862
1960,9538.770856,0,85,7.0,6,0.0,2,2,6286
1961,7894.5005,21723,104,31.0,6,0.0,8,1,5316
1962,2860.111745,51159,72,4.0,61,0.0,1,2,1139
1963,4506.485006,15462,115,34.0,18,0.0,1,2,2409
1964,2150.906016,0,63,8.0,83,0.0,1,1,37
1965,2413.139714,27501,63,20.0,0,0.0,1,1,256
1966,2556.609217,23867,65,6.0,99,0.0,1,1,577
1967,7613.706014,25944,70,20.0,34,0.0,2,1,5112
1968,4897.041423,24383,69,4.0,78,2.0,4,1,2888
1969,5331.737284,60986,67,30.0,32,0.0,5,1,3479
1970,11905.06754,0,115,19.0,39,0.0,2,2,6768
1971,9118.148093,56446,114,2.0,8,0.0,3,1,6129
1972,10899.30177,58518,136,17.0,9,0.0,3,1,6612
1973,15641.25856,32370,130,31.0,84,0.0,2,1,7251
1974,2481.842224,77993,62,26.0,10,0.0,1,1,408
1975,7919.832069,0,70,13.0,18,0.0,2,2,5336
1976,4506.577736,14985,116,12.0,45,0.0,1,1,2410
1977,16301.9676,19614,85,21.0,32,0.0,2,2,7308
1978,19957.79034,0,187,1.0,7,0.0,2,1,7534
1979,7462.926263,70263,93,30.0,66,0.0,5,1,4992
1980,4742.617289,78596,118,1.0,70,0.0,1,2,2663
1981,5107.163002,35625,65,10.0,56,1.0,3,1,3172
1982,10382.50368,11721,102,2.0,56,2.0,2,2,6495
1983,11681.37428,70930,99,2.0,21,0.0,2,2,6735
1984,5018.885233,54500,63,28.0,17,0.0,6,1,3061
1985,6915.729915,96610,85,6.0,23,0.0,3,1,4623
1986,9294.54951,21370,77,1.0,35,0.0,2,1,6193
1987,3871.778009,0,111,10.0,75,0.0,1,2,1913
1988,7545.548643,0,106,19.0,67,1.0,3,1,5057
1989,2425.29505,0,67,3.0,42,1.0,1,1,278
1990,19483.24011,74300,122,23.0,38,0.0,2,2,7512
1991,14333.92489,41459,71,8.0,4,0.0,2,2,7106
1992,27382.81893,45473,76,10.0,29,0.0,2,1,7815
1993,4365.256633,23566,112,3.0,43,0.0,1,1,2284
1994,7659.499583,95701,98,24.0,8,3.0,3,2,5147
1995,5386.325174,33716,68,18.0,67,1.0,3,1,3553
1996,2089.337182,0,63,30.0,6,1.0,1,2,16
1997,5241.142484,48345,67,7.0,1,0.0,7,1,3350
1998,7623.580733,69900,64,23.0,68,0.0,2,2,5121
1999,2722.210707,17576,71,29.0,70,0.0,1,2,889
2000,5054.334903,22241,63,1.0,1,0.0,6,2,3102
2001,25464.82059,13663,97,1.0,66,0.0,2,2,7766
2002,12846.4477,93210,107,6.0,9,2.0,2,2,6891
2003,5414.897604,57452,136,25.0,10,1.0,1,2,3593
2004,8329.286254,30865,104,33.0,31,0.0,7,1,5638
2005,7430.347681,61568,93,3.0,36,0.0,3,1,4962
2006,3713.803592,93308,92,20.0,56,0.0,1,2,1807
2007,8798.312515,24550,111,12.0,6,0.0,9,2,5968
2008,16728.34386,0,237,1.0,29,0.0,5,1,7347
2009,2326.864833,0,62,26.0,98,0.0,1,2,153
2010,2577.319607,74215,64,27.0,41,0.0,1,1,614
2011,6624.61183,0,62,27.0,53,0.0,2,2,4452
2012,11790.49617,25251,66,13.0,43,0.0,2,1,6751
2013,5290.127299,27179,66,8.0,91,0.0,9,2,3421
2014,13931.35067,37695,118,11.0,62,0.0,2,1,7051
2015,15306.13396,83868,189,30.0,91,0.0,7,2,7214
2016,7724.840065,32051,193,4.0,40,1.0,1,2,5201
2017,4505.405812,67801,115,12.0,45,1.0,1,2,2406
2018,14349.85991,73222,180,24.0,43,0.0,3,2,7107
2019,2592.437797,72421,65,8.0,23,0.0,1,1,645
2020,2762.801339,72335,69,23.0,35,0.0,1,2,974
2021,4909.027487,98693,61,7.0,57,0.0,3,1,2906
2022,8382.630118,19683,117,17.0,41,1.0,9,2,5672
2023,7291.599536,84629,90,19.0,17,0.0,5,2,4852
2024,13268.79263,32762,112,26.0,74,0.0,2,1,6964
2025,24980.22553,88440,70,19.0,30,0.0,2,2,7754
2026,5917.466603,0,169,31.0,77,0.0,1,2,4104
2027,3677.907634,31349,93,10.0,32,0.0,1,1,1776
2028,8269.075366,20225,114,27.0,64,1.0,6,2,5596
2029,11763.93565,28806,99,35.0,75,0.0,2,2,6747
2030,8556.58016,52440,109,27.0,58,0.0,3,2,5805
2031,8776.363448,28360,73,8.0,65,0.0,2,2,5960
2032,4233.56878,95647,106,11.0,30,0.0,1,2,2182
2033,11042.29006,0,64,14.0,91,0.0,2,1,6642
2034,5367.089817,97742,67,33.0,57,0.0,5,1,3528
2035,8901.055724,46814,113,7.0,19,0.0,3,2,6021
2036,3489.276369,0,98,29.0,37,0.0,1,2,1653
2037,5626.530435,46897,70,16.0,47,0.0,3,1,3840
2038,31758.35391,44207,99,23.0,57,0.0,2,1,7898
2039,2657.570431,0,71,22.0,25,0.0,1,1,772
2040,15808.75757,86347,130,17.0,93,0.0,2,1,7271
2041,20766.66918,0,73,9.0,28,2.0,2,1,7579
2042,8255.76385,54040,103,14.0,88,0.0,4,1,5582
2043,34611.37896,20090,109,10.0,59,0.0,2,1,7937
2044,5258.251562,37874,65,30.0,65,0.0,8,2,3371
2045,19069.49954,0,102,29.0,72,2.0,2,2,7484
2046,4425.749642,63597,114,10.0,31,2.0,1,2,2331
2047,5926.980962,58733,74,26.0,42,0.0,9,2,4114
2048,5004.310469,25486,65,15.0,53,0.0,3,2,3035
2049,2452.738575,52785,61,2.0,90,0.0,1,1,348
2050,9710.286449,33190,123,1.0,95,0.0,4,1,6344
2051,7732.385103,34430,65,6.0,15,0.0,2,1,5205
2052,9560.049227,19429,122,18.0,21,0.0,9,2,6296
2053,26113.36,80409,74,28.0,72,0.0,2,1,7781
2054,6689.022728,56980,84,33.0,70,0.0,7,2,4494
2055,4637.544647,0,68,18.0,81,0.0,3,2,2544
2056,4929.549699,25632,63,27.0,52,0.0,7,1,2937
2057,9103.8997,65733,113,13.0,6,0.0,3,2,6120
2058,5243.446345,96535,66,11.0,85,0.0,3,1,3351
2059,12421.86213,58781,106,31.0,37,0.0,2,1,6837
2060,5639.941974,73168,70,21.0,50,0.0,3,1,3861
2061,4049.415027,62864,104,20.0,14,0.0,1,1,2039
2062,4631.011293,78152,114,18.0,35,0.0,1,1,2535
2063,23990.14738,69781,119,25.0,49,0.0,2,1,7722
2064,7086.176012,0,196,10.0,38,0.0,1,1,4710
2065,3600.934326,25147,101,7.0,54,0.0,1,2,1733
2066,12321.83615,26887,113,32.0,67,0.0,2,1,6825
2067,7019.177186,26806,63,32.0,19,0.0,2,1,4676
2068,5757.442258,88997,72,9.0,71,0.0,3,1,3970
2069,4330.38602,60475,107,9.0,18,0.0,1,2,2252
2070,7614.137981,27293,96,20.0,55,0.0,6,2,5113
2071,8662.048958,0,117,0.0,65,0.0,4,2,5881
2072,6676.726314,56875,84,0.0,70,0.0,6,1,4484
2073,4196.257691,18052,111,5.0,71,0.0,1,2,2156
2074,2674.730716,56342,69,12.0,89,0.0,1,2,801
2075,7221.151702,33811,184,17.0,59,0.0,1,2,4790
2076,3837.492458,36794,99,0.0,75,0.0,1,2,1889
2077,3587.359906,16049,93,3.0,8,0.0,1,2,1722
2078,8283.066678,71034,103,26.0,15,0.0,3,2,5610
2079,5108.038755,26784,67,14.0,82,0.0,8,1,3174
2080,4349.30875,75648,108,28.0,10,0.0,1,2,2270
2081,14428.86926,0,68,2.0,82,0.0,2,1,7112
2082,7521.194691,0,104,13.0,20,0.0,3,2,5037
2083,5627.297887,61486,70,2.0,65,0.0,3,1,3842
2084,5295.625697,0,74,19.0,71,0.0,3,1,3430
2085,5678.050167,0,76,8.0,44,0.0,3,1,3902
2086,3230.576665,62873,81,0.0,41,0.0,1,1,1477
2087,7805.31287,21073,106,25.0,54,1.0,3,1,5257
2088,3455.17183,0,91,16.0,63,0.0,1,2,1630
2089,2398.333185,0,65,26.0,97,0.0,1,2,234
2090,19339.20282,22582,61,0.0,74,0.0,2,2,7503
2091,3056.990764,78310,76,4.0,24,0.0,1,1,1363
2092,7699.632103,23577,68,1.0,67,0.0,2,2,5176
2093,3491.26162,29673,92,21.0,49,2.0,1,2,1655
2094,58166.55351,61321,186,0.0,30,1.0,2,2,8029
2095,9080.28284,68073,114,16.0,63,0.0,8,2,6104
2096,19174.63407,74028,118,10.0,16,0.0,2,2,7489
2097,7824.372789,32823,100,1.0,36,0.0,8,1,5269
2098,2117.989147,0,64,0.0,78,0.0,1,2,21
2099,5233.949019,69231,65,19.0,7,0.0,9,1,3342
2100,5079.843625,83288,124,18.0,70,0.0,1,1,3137
2101,4372.194536,20354,116,23.0,0,0.0,1,1,2291
2102,4547.321823,29031,61,7.0,19,2.0,3,2,2455
2103,4145.711862,25943,110,26.0,83,0.0,1,1,2113
2104,5623.757656,77912,71,2.0,21,1.0,3,1,3837
2105,2230.755716,0,62,9.0,49,0.0,1,1,81
2106,4554.911887,90156,114,16.0,6,0.0,1,1,2465
2107,2799.470318,78127,69,5.0,6,0.0,1,1,1037
2108,37150.82945,17774,108,0.0,64,0.0,2,1,7970
2109,5481.502923,70795,68,10.0,95,0.0,4,2,3666
2110,2403.53947,24248,70,33.0,82,3.0,1,1,242
2111,2545.070274,71868,65,6.0,61,0.0,1,2,546
2112,2754.45676,79507,70,7.0,17,3.0,1,2,958
2113,4462.997006,0,73,35.0,52,3.0,5,1,2363
2114,4379.92784,40896,109,3.0,61,0.0,1,1,2299
2115,4879.713235,0,67,7.0,84,0.0,5,2,2853
2116,7154.094304,28204,182,30.0,84,0.0,1,1,4749
2117,26511.60445,28773,229,14.0,72,0.0,2,1,7799
2118,4853.534204,0,65,24.0,53,0.0,3,1,2808
2119,9102.902307,73759,114,2.0,25,3.0,6,2,6118
2120,19504.4739,0,72,17.0,55,0.0,2,1,7513
2121,5875.038074,55836,73,8.0,87,0.0,7,1,4066
2122,6646.749298,95815,82,6.0,95,0.0,3,2,4465
2123,2393.1169,22981,69,30.0,8,0.0,1,1,224
2124,10298.38586,64825,129,1.0,78,0.0,4,1,6476
2125,14413.37774,56457,73,27.0,68,0.0,2,2,7111
2126,2004.350666,0,66,16.0,35,4.0,1,2,6
2127,8630.053943,24065,111,30.0,1,0.0,5,1,5857
2128,7704.95848,30366,101,25.0,13,2.0,3,2,5180
2129,5350.367001,58357,137,27.0,76,2.0,1,1,3505
2130,5931.28489,56617,74,18.0,24,0.0,3,2,4117
2131,14941.90379,22978,190,8.0,53,0.0,4,2,7169
2132,6446.706674,55037,80,20.0,88,1.0,8,2,4374
2133,8467.369513,0,122,2.0,73,0.0,5,1,5734
2134,3697.04094,0,113,3.0,91,0.0,1,2,1793
2135,6271.315156,94880,79,18.0,73,3.0,3,1,4284
2136,2551.226692,79751,63,15.0,67,0.0,1,1,560
2137,2643.71574,0,82,14.0,56,3.0,1,2,749
2138,4025.095533,0,119,29.0,54,2.0,1,2,2021
2139,4606.26977,0,72,8.0,14,2.0,8,2,2517
2140,13466.92071,11432,119,11.0,9,0.0,2,2,7000
2141,2588.860221,46168,65,1.0,7,0.0,1,2,636
2142,8275.900104,48197,106,10.0,61,0.0,6,1,5603
2143,9934.865795,56379,125,0.0,59,1.0,8,2,6398
2144,8701.363763,0,122,8.0,32,0.0,6,2,5912
2145,17429.87777,41775,109,11.0,80,0.0,2,1,7389
2146,2734.514945,92157,69,19.0,33,0.0,1,1,920
2147,8264.747863,42045,103,7.0,12,0.0,3,2,5591
2148,2853.600347,87455,71,10.0,46,0.0,1,1,1124
2149,7756.307652,0,74,24.0,63,0.0,2,2,5221
2150,4657.159469,18024,65,13.0,1,0.0,3,1,2572
2151,5860.01804,38684,74,1.0,22,0.0,6,1,4054
2152,2637.602689,54378,66,16.0,30,0.0,1,1,738
2153,3847.352801,23459,96,17.0,19,0.0,1,2,1899
2154,4734.257944,0,67,7.0,75,0.0,5,1,2650
2155,8178.521899,0,112,17.0,29,0.0,7,2,5531
2156,5780.182197,51066,74,23.0,0,0.0,8,2,3990
2157,6766.558551,20046,87,15.0,59,0.0,3,2,4537
2158,7713.494046,45506,66,16.0,32,2.0,2,2,5190
2159,8401.788653,0,124,15.0,86,0.0,8,1,5684
2160,3801.750407,33043,95,15.0,90,0.0,1,1,1865
2161,3324.551776,0,92,13.0,17,0.0,1,1,1539
2162,2710.918992,0,76,11.0,38,0.0,1,2,871
2163,11243.90285,66146,96,2.0,38,0.0,2,2,6672
2164,2393.915369,0,70,24.0,10,0.0,1,1,226
2165,6005.214792,26876,76,17.0,72,0.0,8,1,4158
2166,10926.69497,29418,274,23.0,31,0.0,1,1,6617
2167,33451.7935,85689,92,5.0,8,0.0,2,2,7930
2168,25763.41423,78804,71,35.0,93,0.0,2,1,7773
2169,4931.258363,0,73,24.0,47,0.0,3,2,2941
2170,5285.118669,40783,67,13.0,43,1.0,9,1,3414
2171,10359.01985,84583,65,6.0,50,0.0,2,2,6489
2172,12883.81001,34148,109,27.0,30,0.0,2,2,6898
2173,7200.664877,0,66,16.0,77,0.0,2,1,4778
2174,3919.366722,66676,97,0.0,40,0.0,1,1,1946
2175,8286.964421,40001,70,26.0,7,0.0,2,2,5612
2176,14980.04626,0,222,26.0,50,0.0,8,1,7174
2177,2781.589027,0,74,8.0,13,0.0,1,2,1010
2178,5979.724161,57693,76,16.0,56,0.0,3,2,4147
2179,5061.757902,0,68,19.0,16,0.0,8,2,3111
2180,2128.621329,0,65,19.0,54,2.0,1,1,27
2181,2537.929538,25506,65,10.0,16,0.0,1,1,529
2182,2111.993329,0,74,5.0,75,4.0,1,1,18
2183,3479.137523,0,104,13.0,29,0.0,1,1,1644
2184,4879.442929,58580,61,5.0,53,0.0,3,2,2852
2185,9409.143498,76847,118,16.0,52,0.0,3,2,6237
2186,5737.233278,56455,73,17.0,5,2.0,8,1,3949
2187,5625.307768,97095,70,4.0,8,0.0,5,2,3838
2188,7212.523911,0,97,26.0,25,0.0,3,1,4783
2189,7868.165983,57340,67,7.0,19,0.0,2,1,5301
2190,3964.730745,60817,103,3.0,79,1.0,1,1,1973
2191,2305.238251,0,62,14.0,81,0.0,1,2,130
2192,2764.493659,61085,70,27.0,34,1.0,1,1,978
2193,14696.63549,45345,125,0.0,73,0.0,2,1,7143
2194,2797.759849,63223,71,3.0,72,0.0,1,1,1034
2195,8105.996039,20815,110,7.0,35,0.0,9,2,5477
2196,9283.737773,24314,235,20.0,60,0.0,1,1,6191
2197,2141.750757,0,61,5.0,90,0.0,1,2,31
2198,33473.34946,33190,106,18.0,95,0.0,2,1,7931
2199,4737.841289,63977,118,10.0,78,0.0,1,1,2654
2200,5926.729379,23091,96,28.0,90,5.0,5,1,4112
2201,2637.942355,63422,66,8.0,68,0.0,1,1,739
2202,10629.33736,56598,88,29.0,29,0.0,2,2,6563
2203,3155.45562,36706,80,19.0,67,0.0,1,1,1430
2204,6265.343299,0,84,18.0,25,1.0,4,1,4281
2205,9824.745841,23923,82,29.0,61,1.0,2,1,6376
2206,7164.395543,46623,91,1.0,53,0.0,3,2,4757
2207,5764.784159,22134,72,13.0,81,0.0,3,1,3979
2208,8509.019846,56481,106,7.0,17,0.0,3,1,5772
2209,8564.768226,95697,107,29.0,29,0.0,9,2,5811
2210,8635.4035,13129,117,15.0,93,0.0,6,2,5861
2211,5789.352696,75845,72,2.0,71,0.0,6,2,3995
2212,7372.230729,74335,187,3.0,4,0.0,1,1,4912
2213,8509.850887,26057,74,3.0,63,0.0,2,1,5774
2214,4362.772279,0,65,11.0,46,0.0,3,1,2278
2215,7200.664877,0,66,16.0,77,0.0,2,1,4778
2216,3245.332058,46435,82,13.0,20,0.0,1,2,1492
2217,4344.99018,0,63,21.0,27,0.0,4,1,2265
2218,7755.209719,0,110,7.0,90,0.0,5,1,5219
2219,6846.150323,0,95,13.0,20,0.0,5,1,4576
2220,3342.177957,0,91,8.0,60,0.0,1,1,1550
2221,18767.55161,0,111,13.0,55,0.0,2,1,7471
2222,2432.958093,28519,61,9.0,94,0.0,1,1,291
2223,16172.94049,64388,68,9.0,46,0.0,2,1,7298
2224,5297.918924,66203,66,15.0,38,0.0,8,2,3436
2225,3459.230941,0,96,6.0,8,0.0,1,1,1634
2226,2921.681366,0,80,10.0,81,0.0,1,1,1247
2227,5926.957452,0,84,19.0,26,2.0,4,1,4113
2228,6005.214792,26876,76,17.0,72,0.0,8,1,4158
2229,5775.517825,0,76,20.0,17,0.0,6,2,3988
2230,6057.07208,27681,83,13.0,62,0.0,9,2,4185
2231,2576.455597,26854,66,31.0,70,0.0,1,1,612
2232,4762.156975,36529,118,6.0,41,0.0,1,2,2691
2233,2582.408525,76731,64,2.0,68,0.0,1,2,622
2234,2616.613903,72302,66,6.0,27,0.0,1,2,699
2235,8291.659086,85132,106,0.0,60,5.0,3,1,5615
2236,10828.37347,11033,97,27.0,18,0.0,2,1,6595
2237,5225.253777,67423,65,24.0,0,0.0,9,2,3328
2238,2693.663643,29038,69,14.0,61,0.0,1,1,841
2239,4213.918619,12160,109,5.0,34,0.0,1,1,2169
2240,2436.397813,0,67,16.0,92,0.0,1,2,307
2241,7054.776317,0,207,32.0,96,0.0,1,1,4693
2242,21123.1166,0,69,15.0,9,0.0,2,2,7595
2243,2695.182419,32720,67,13.0,12,0.0,1,2,844
2244,5674.381244,26225,72,18.0,25,1.0,7,2,3895
2245,3837.357574,23051,99,31.0,86,0.0,1,1,1887
2246,13755.54279,15340,121,12.0,47,0.0,2,1,7028
2247,2758.329817,22158,74,8.0,92,0.0,1,1,966
2248,2772.839235,37038,71,6.0,97,1.0,1,2,990
2249,3508.905811,23629,88,15.0,81,0.0,1,1,1667
2250,2619.337376,78618,66,7.0,56,0.0,1,2,706
2251,8581.637267,66466,71,20.0,35,0.0,2,1,5822
2252,9114.276632,85942,116,16.0,36,2.0,5,2,6126
2253,3301.518961,0,89,10.0,83,0.0,1,1,1522
2254,20957.60504,0,118,29.0,45,0.0,2,1,7590
2255,4874.0748,0,68,10.0,36,0.0,7,1,2841
2256,2989.912494,0,83,23.0,11,0.0,1,1,1318
2257,2633.011837,21861,69,3.0,11,0.0,1,1,733
2258,2242.244448,0,65,18.0,48,0.0,1,1,90
2259,2464.707849,31056,63,5.0,46,0.0,1,2,371
2260,2553.672212,73935,64,13.0,29,1.0,1,2,567
2261,5887.182043,62773,73,19.0,57,0.0,9,2,4079
2262,7675.871354,89586,63,28.0,40,1.0,2,2,5159
2263,5719.785738,54585,71,33.0,39,1.0,3,1,3938
2264,7350.182328,0,108,7.0,54,0.0,4,2,4900
2265,23706.11337,0,96,12.0,35,1.0,2,2,7709
2266,2404.459452,45949,62,0.0,70,0.0,1,2,244
2267,5633.531703,90289,71,9.0,10,1.0,3,1,3846
2268,6403.577368,28095,82,18.0,2,0.0,8,1,4355
2269,2803.916726,23220,74,3.0,73,0.0,1,1,1043
2270,7902.681227,0,106,21.0,25,0.0,9,1,5323
2271,7689.714281,0,73,3.0,73,0.0,2,1,5170
2272,7743.918426,96961,64,24.0,99,0.0,2,1,5211
2273,4170.687348,29462,107,28.0,23,1.0,1,1,2139
2274,3265.156348,25820,82,10.0,69,0.0,1,1,1499
2275,3351.567048,29160,87,25.0,62,0.0,1,1,1559
2276,6990.917824,22568,88,31.0,63,0.0,6,1,4665
2277,10978.7834,92914,136,24.0,55,0.0,8,2,6629
2278,9490.406534,0,137,34.0,77,0.0,4,1,6277
2279,6035.086336,29587,76,25.0,4,0.0,3,2,4173
2280,7268.736958,24445,63,18.0,15,0.0,2,2,4828
2281,16468.22079,0,63,4.0,52,0.0,2,1,7322
2282,5563.771927,35398,71,26.0,41,0.0,7,1,3764
2283,5251.968272,41991,67,14.0,75,0.0,3,1,3362
2284,7098.91414,0,70,18.0,99,0.0,2,2,4721
2285,2729.126448,66900,68,15.0,20,0.0,1,2,907
2286,5364.469352,53562,135,24.0,35,0.0,1,2,3523
2287,8304.688878,0,122,22.0,14,2.0,9,2,5624
2288,11281.52451,86195,139,12.0,10,0.0,3,2,6681
2289,8673.587,43963,110,25.0,59,0.0,7,1,5892
2290,2679.686625,84450,68,18.0,12,0.0,1,1,811
2291,16706.11699,63933,70,35.0,98,0.0,2,2,7343
2292,9783.628981,0,136,33.0,21,0.0,5,2,6363
2293,2379.741171,0,67,16.0,90,0.0,1,2,207
2294,5570.21583,85718,139,4.0,98,1.0,1,1,3775
2295,10477.67631,45259,138,1.0,27,0.0,4,2,6518
2296,5536.386959,52220,70,17.0,42,1.0,5,1,3735
