,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
1682,10242.4096,0,150,32.0,20,0.0,8,1080.0,2
1683,2382.672856,0,65,24.0,47,0.0,1,27.031485,1
1684,2999.338779,28564,76,17.0,44,0.0,1,364.8,1
1685,3644.833554,82477,90,1.0,69,0.0,1,432.0,1
1686,5714.562292,74905,72,16.0,35,0.0,3,167.028453,2
1687,5761.317533,83392,71,30.0,80,0.0,3,125.961938,1
1688,5272.191556,96668,66,2.0,95,0.0,3,316.8,2
1689,5111.357987,0,72,6.0,13,2.0,7,594.683752,1
1690,3420.661111,11652,89,23.0,13,0.0,1,526.476537,2
1691,3319.620511,69152,89,8.0,83,4.0,1,221.359492,1
1692,9006.598402,0,86,19.0,99,1.0,2,412.8,1
1693,4428.031583,58577,110,6.0,62,0.0,1,303.872752,1
1694,20842.5963,0,72,14.0,29,0.0,2,709.082334,1
1695,5677.642084,53078,73,1.0,10,0.0,5,764.221884,1
1696,4050.506193,88454,101,8.0,89,0.0,1,308.749796,2
1697,13776.74135,62634,116,10.0,89,0.0,2,122.017931,1
1698,5390.27165,70705,69,31.0,61,2.0,6,272.024652,2
1699,2750.540853,34200,70,27.0,15,0.0,1,167.295936,2
1700,2482.411991,26100,67,6.0,29,0.0,1,482.4,1
1701,4999.34581,49414,68,8.0,82,5.0,6,159.631303,1
1702,2928.115104,63127,74,35.0,17,1.0,1,174.292234,1
1703,40132.01135,98710,123,21.0,42,0.0,2,587.391029,2
1704,9095.049868,37937,116,11.0,42,0.0,5,556.8,1
1705,12887.43165,48767,108,18.0,38,0.0,2,566.472247,2
1706,3008.969524,0,87,2.0,55,0.0,1,401.484738,1
1707,2676.948677,0,71,17.0,6,0.0,1,340.8,1
1708,4328.864771,24711,62,15.0,11,0.0,6,362.989533,1
1709,2688.878609,50719,68,10.0,28,0.0,1,394.248334,2
1710,9816.528302,37256,62,15.0,7,0.0,2,128.969729,1
1711,3993.882994,17672,110,28.0,16,0.0,1,792.0,1
1712,8031.706693,40082,69,6.0,18,0.0,2,331.2,1
1713,5266.420543,93348,65,23.0,50,0.0,8,108.567965,2
1714,7191.831645,0,67,9.0,54,0.0,2,308.54976,1
1715,7285.030983,44788,61,6.0,48,0.0,2,386.031248,2
1716,2453.336242,0,70,5.0,70,2.0,1,449.601961,1
1717,6054.488387,17200,83,5.0,62,4.0,8,48.780064,2
1718,2956.358303,40901,74,2.0,36,0.0,1,13.628274,1
1719,2489.387507,31058,67,5.0,19,5.0,1,309.424708,1
1720,3000.437822,77041,74,11.0,61,0.0,1,475.01424,2
1721,10083.48688,11828,90,18.0,84,0.0,2,571.479602,2
1722,2939.330187,53357,73,4.0,77,0.0,1,55.320014,1
1723,7628.749434,0,77,17.0,65,0.0,2,369.6,2
1724,3731.504584,0,96,31.0,34,0.0,1,460.8,2
1725,14663.19646,91015,73,31.0,30,1.0,2,119.062347,1
1726,4898.674401,33938,64,21.0,76,0.0,7,63.709865,2
1727,8162.617053,66140,101,11.0,21,0.0,3,484.8,1
1728,10834.86984,34612,91,8.0,77,1.0,2,655.2,1
1729,4068.092649,0,63,3.0,35,4.0,4,753.22565,1
1730,4770.550911,12964,65,2.0,37,0.0,4,362.774545,2
1731,5356.137712,60752,67,4.0,19,0.0,7,414.106436,1
1732,4739.34663,49447,119,9.0,48,2.0,1,762.007253,2
1733,8571.480718,56202,107,19.0,33,0.0,8,513.511091,1
1734,13167.60512,54684,111,13.0,15,3.0,2,302.137164,2
1735,9321.284825,0,64,26.0,99,0.0,2,572.522796,1
1736,2771.963072,0,79,6.0,55,0.0,1,379.2,1
1737,9298.887011,22094,79,2.0,34,1.0,2,460.889274,1
1738,2369.111588,0,65,8.0,91,0.0,1,468.0,2
1739,37111.65952,61552,115,1.0,95,0.0,2,12.252847,2
1740,20474.14563,95621,66,7.0,90,5.0,2,351.877002,2
1741,4305.793209,31071,111,0.0,57,2.0,1,215.23091,1
1742,6047.02516,20396,76,15.0,60,1.0,4,364.8,2
1743,3280.457296,63297,82,1.0,33,0.0,1,251.756739,2
1744,3645.464325,19121,95,1.0,18,0.0,1,915.188647,1
1745,4376.363592,63774,111,18.0,63,0.0,1,60.036683,2
1746,2854.114491,71126,71,11.0,72,0.0,1,324.739746,1
1747,2574.198807,43846,65,16.0,33,1.0,1,125.52458,2
1748,20552.62128,0,187,22.0,97,1.0,2,1430.336183,1
1749,6091.89923,65252,78,27.0,75,0.0,9,482.48791,2
1750,21592.10096,51204,181,28.0,23,0.0,2,929.554445,1
1751,2336.177331,0,67,21.0,28,0.0,1,458.661381,2
1752,8467.267232,16370,74,4.0,54,0.0,2,296.049396,1
1753,11619.91802,78275,72,12.0,36,0.0,2,25.336642,1
1754,10963.95723,55687,276,33.0,91,0.0,1,1324.8,2
1755,10357.62776,52735,65,21.0,19,0.0,2,123.512596,2
1756,2698.010741,95399,68,1.0,36,1.0,1,78.003781,2
1757,26197.41498,18495,113,10.0,15,0.0,2,542.4,1
1758,5878.447428,25398,74,23.0,2,0.0,3,465.922152,1
1759,8456.961887,25141,73,12.0,4,1.0,2,25.438063,1
1760,14194.15441,88178,70,32.0,78,0.0,2,336.0,2
1761,2279.696801,23253,61,20.0,49,0.0,1,292.8,2
1762,4904.462754,27593,63,31.0,78,0.0,6,241.232198,1
1763,3746.751625,41479,94,14.0,38,1.0,1,19.575683,2
1764,2606.045519,0,71,10.0,22,0.0,1,409.459488,2
1765,9065.25926,40006,114,34.0,18,1.0,7,132.568435,2
1766,4490.597249,0,64,26.0,11,1.0,7,307.2,2
1767,20096.89337,92766,71,17.0,15,0.0,2,379.029102,1
1768,7519.133631,96306,95,12.0,17,1.0,6,185.355353,2
1769,5264.361755,14306,74,31.0,22,3.0,7,355.061143,2
1770,2823.501795,24350,73,6.0,89,3.0,1,350.4,2
1771,17250.74771,22276,111,19.0,73,1.0,2,783.211084,1
1772,3554.845264,58557,88,4.0,83,0.0,1,55.510526,1
1773,20370.76787,0,73,0.0,21,1.0,2,525.6,2
1774,6503.397049,22081,84,1.0,9,0.0,6,451.670309,2
1775,18361.55525,0,182,3.0,56,0.0,2,1310.4,2
1776,8099.571213,25452,107,20.0,60,0.0,3,954.688499,1
1777,7610.540153,51878,66,10.0,16,1.0,2,316.8,2
1778,3436.134281,30817,88,25.0,43,0.0,1,91.834668,2
1779,4135.775206,0,112,16.0,62,0.0,1,707.977614,1
1780,5703.288862,41438,72,8.0,39,0.0,9,323.836677,2
1781,22103.5072,0,102,35.0,48,0.0,2,489.6,1
1782,15672.69696,0,139,4.0,35,0.0,2,667.2,1
1783,5332.462694,68931,66,32.0,30,0.0,7,309.577946,2
1784,9354.128045,0,135,24.0,67,0.0,8,972.0,1
1785,12298.6863,17101,113,1.0,88,0.0,2,542.4,2
1786,3136.698216,59644,79,15.0,94,0.0,1,379.2,2
1787,12731.95161,40870,105,3.0,56,0.0,2,504.0,1
1788,11413.44115,0,161,3.0,71,1.0,9,772.8,2
1789,5800.772699,0,78,16.0,93,0.0,6,374.4,1
1790,15700.28436,0,211,31.0,52,0.0,5,1012.8,2
1791,6672.05628,50537,165,10.0,35,0.0,1,60.005031,1
1792,5757.442258,88997,72,9.0,71,0.0,3,174.041566,1
1793,8421.516848,95139,103,25.0,27,0.0,6,34.023132,1
1794,8025.229358,0,77,20.0,26,0.0,2,25.807685,1
1795,15245.25495,30205,195,24.0,1,0.0,4,1329.957905,1
1796,3991.727249,54964,99,13.0,53,0.0,1,525.515271,2
1797,8236.917193,0,106,11.0,15,0.0,6,603.058114,2
1798,21034.01815,26876,66,12.0,53,0.0,2,219.209762,2
1799,3092.632781,31168,78,14.0,42,0.0,1,289.386343,1
1800,4839.107156,0,137,18.0,50,0.0,1,1227.458548,2
1801,4735.184474,0,134,22.0,68,0.0,1,964.8,1
1802,14203.04178,55593,182,10.0,48,1.0,9,677.63589,1
1803,2609.877842,30825,68,15.0,21,0.0,1,326.4,2
1804,4475.05212,97949,112,9.0,13,3.0,1,324.812083,1
1805,3020.424822,78561,74,7.0,50,0.0,1,355.2,2
1806,7899.217251,40032,99,18.0,35,0.0,8,475.2,2
1807,4282.947971,40864,109,16.0,70,1.0,1,166.937747,2
1808,4938.72766,82733,62,5.0,12,0.0,9,72.101019,2
1809,4228.734374,0,63,2.0,82,2.0,8,302.4,1
1810,5020.473987,67890,63,23.0,26,0.0,3,174.08854,1
1811,6758.807188,0,191,22.0,38,0.0,1,2042.569089,2
1812,4330.799785,0,61,30.0,35,0.0,3,292.8,1
1813,4815.020779,0,66,29.0,58,0.0,8,711.8026,1
1814,11885.96797,0,105,7.0,20,0.0,2,756.0,2
1815,5597.12496,37995,139,16.0,50,0.0,1,667.2,1
1816,3540.90425,0,101,24.0,11,0.0,1,727.2,2
1817,15806.53397,58516,98,14.0,75,0.0,2,470.4,2
1818,2936.726182,27179,74,32.0,69,0.0,1,355.2,2
1819,3731.504584,0,96,31.0,34,0.0,1,460.8,2
1820,4540.381153,59556,113,11.0,86,0.0,1,681.505066,1
1821,4892.628631,27005,61,10.0,72,0.0,7,311.84034,1
1822,4170.687348,29462,107,28.0,23,1.0,1,513.6,1
1823,2600.272131,51978,66,18.0,81,0.0,1,144.782152,1
1824,3644.833554,82477,90,1.0,69,0.0,1,432.0,1
1825,18929.3306,72196,68,8.0,61,0.0,2,152.184244,2
1826,4171.18715,37478,105,4.0,53,0.0,1,653.685468,1
1827,7687.296987,0,109,0.0,5,0.0,3,523.2,2
1828,2582.408525,76731,64,2.0,68,0.0,1,201.455005,2
1829,4996.552721,71600,63,17.0,43,0.0,7,46.158117,2
1830,22445.28088,0,71,32.0,35,0.0,2,511.2,2
1831,13815.7802,96745,179,14.0,25,5.0,3,859.2,1
1832,3808.122147,94903,94,3.0,38,0.0,1,451.2,1
1833,5932.560456,48278,74,22.0,7,0.0,4,98.198664,1
1834,5438.696611,52721,136,34.0,29,0.0,1,550.127548,1
1835,12472.1199,36551,107,12.0,25,0.0,2,53.837271,2
1836,2994.351694,55911,74,7.0,40,0.0,1,187.934331,1
1837,5079.674786,50052,130,6.0,50,0.0,1,624.0,1
1838,4414.577688,0,61,23.0,46,0.0,7,643.877067,1
1839,9521.676094,74583,118,31.0,20,0.0,4,161.210468,2
1840,3312.323945,26285,84,7.0,1,0.0,1,403.2,1
1841,19834.20115,65989,123,4.0,43,1.0,2,115.545086,1
1842,6332.941818,50843,82,12.0,65,0.0,3,393.6,2
1843,3528.044252,31278,92,24.0,95,4.0,1,441.6,2
1844,19363.52743,49945,70,21.0,65,0.0,2,50.40447,1
1845,17557.54051,68273,146,23.0,93,0.0,2,76.475359,2
1846,6529.431827,13476,67,3.0,30,2.0,2,433.588181,2
1847,8791.444942,54094,112,9.0,51,0.0,4,502.994931,1
1848,3096.511217,21604,79,14.0,28,0.0,1,379.2,2
1849,3436.134281,30817,88,25.0,43,0.0,1,91.834668,2
1850,6273.911874,18577,86,21.0,76,0.0,6,412.8,2
1851,2464.238061,72834,65,12.0,81,3.0,1,91.941259,2
1852,4334.210791,0,116,6.0,87,0.0,1,1065.617464,2
1853,2052.948967,0,67,33.0,21,2.0,1,806.180375,2
1854,2509.107875,33555,63,17.0,11,0.0,1,101.89645,2
1855,23228.23674,53243,102,26.0,96,3.0,2,489.6,2
1856,5351.853544,54817,137,24.0,28,0.0,1,209.504391,2
1857,8006.219948,63762,99,13.0,55,0.0,4,108.161276,1
1858,12731.95161,40870,105,3.0,56,0.0,2,504.0,1
1859,2778.903705,73570,70,0.0,46,1.0,1,75.936096,2
1860,11490.33618,0,161,0.0,94,0.0,3,1052.933035,1
1861,8668.611261,21474,114,13.0,72,2.0,9,373.428187,2
1862,8888.143979,58789,111,4.0,69,0.0,3,215.438825,2
1863,9685.542977,66022,239,17.0,80,0.0,1,538.229502,2
1864,4784.960513,25813,61,16.0,97,0.0,8,205.332749,1
1865,5037.953998,0,68,28.0,23,1.0,9,326.4,1
1866,7457.344801,43406,187,6.0,49,0.0,1,897.6,1
1867,2498.963061,76792,62,12.0,27,0.0,1,297.6,2
1868,10876.4794,71255,138,28.0,16,0.0,4,138.633681,2
1869,4482.015107,62977,115,34.0,40,0.0,1,552.0,2
1870,5090.44875,25226,71,13.0,97,1.0,4,340.8,2
1871,8708.27928,30090,73,10.0,3,0.0,2,329.517492,1
1872,2802.621642,34628,71,21.0,31,0.0,1,132.517983,1
1873,13530.02906,75037,85,5.0,27,2.0,2,180.555113,2
1874,4151.551337,0,125,23.0,64,0.0,1,900.0,1
1875,8703.727127,61897,72,7.0,79,0.0,2,3.406136,2
1876,6057.07208,27681,83,13.0,62,0.0,9,398.4,2
1877,8548.30415,53055,112,30.0,30,2.0,3,537.6,1
1878,4383.751482,0,123,14.0,97,0.0,1,1480.336748,1
1879,9057.935331,91025,112,26.0,37,0.0,9,327.682669,1
1880,3546.400212,0,103,11.0,92,0.0,1,621.959357,1
1881,4810.97858,24711,122,31.0,93,0.0,1,259.998169,1
1882,5639.941974,73168,70,21.0,50,0.0,3,425.800112,1
1883,8827.229838,0,123,35.0,38,1.0,3,1088.38378,2
1884,5107.163002,35625,65,10.0,56,1.0,3,288.572108,1
1885,5380.316469,0,73,11.0,95,0.0,3,350.4,2
1886,4651.28429,98475,115,8.0,22,0.0,1,552.0,2
1887,12741.84754,73054,106,34.0,36,1.0,2,419.365958,1
1888,5015.009472,48567,130,12.0,15,0.0,1,624.0,2
1889,20096.89337,92766,71,17.0,15,0.0,2,379.029102,1
1890,8058.659713,25595,101,5.0,86,0.0,9,484.8,2
1891,11228.28966,0,64,1.0,63,0.0,2,772.83851,1
1892,3861.486269,93272,95,3.0,54,0.0,1,281.110788,1
1893,2537.383207,92401,64,30.0,37,0.0,1,50.359627,1
1894,28432.00202,17130,198,1.0,58,0.0,2,950.4,1
1895,4359.74197,0,64,17.0,84,0.0,9,307.2,1
1896,2274.775451,0,63,2.0,5,0.0,1,606.642452,1
1897,4005.720666,28987,102,8.0,98,0.0,1,245.693546,1
1898,8658.863813,62464,109,23.0,45,0.0,4,400.181882,2
1899,5316.7566,28559,66,5.0,1,0.0,5,427.242973,1
1900,4755.720009,23975,128,8.0,39,0.0,1,614.4,2
1901,5555.492159,51705,139,26.0,79,0.0,1,545.291103,1
1902,8744.727173,61706,110,6.0,71,0.0,7,223.905524,2
1903,2895.522489,46267,72,4.0,73,0.0,1,231.969205,1
1904,16553.23422,98912,135,18.0,92,0.0,2,714.831947,2
1905,4715.469193,0,126,13.0,91,0.0,1,694.357961,2
1906,18042.47942,35704,225,21.0,35,0.0,8,358.281562,1
1907,13258.17973,20754,184,19.0,15,0.0,7,1324.8,2
1908,5377.90796,34528,69,22.0,0,2.0,7,183.602763,2
1909,14651.6153,74915,122,13.0,17,0.0,2,393.151377,1
1910,4960.548942,21638,65,9.0,81,0.0,8,468.0,2
1911,4756.12617,56146,119,0.0,91,0.0,1,401.785805,2
1912,2864.544017,91368,71,13.0,95,0.0,1,395.328407,2
1913,5659.139938,52389,72,29.0,8,1.0,9,345.6,2
1914,8510.758196,26032,109,18.0,25,0.0,3,638.098653,2
1915,2453.570794,29735,69,3.0,92,0.0,1,331.2,2
1916,3362.414442,22853,87,16.0,89,0.0,1,316.35678,1
1917,4335.676738,30574,114,19.0,10,1.0,1,396.105473,1
1918,3561.595726,0,105,3.0,30,0.0,1,504.0,2
1919,5935.572179,90263,74,17.0,36,0.0,8,355.2,1
1920,14628.49627,63936,189,4.0,29,0.0,5,765.012123,2
1921,6393.874612,0,66,4.0,6,2.0,2,316.8,1
1922,5284.312599,37640,67,25.0,74,0.0,4,174.046849,2
1923,6698.974274,21114,180,7.0,59,0.0,1,864.0,1
1924,2698.355517,88867,69,6.0,2,1.0,1,331.2,1
1925,2851.161121,55274,71,14.0,35,0.0,1,484.728153,2
1926,4904.894731,12902,139,3.0,51,0.0,1,667.2,2
1927,3508.569533,20978,98,19.0,96,1.0,1,1176.2788,1
1928,2725.680297,39161,71,8.0,84,3.0,1,340.8,1
1929,2989.963139,79867,74,25.0,76,1.0,1,78.172321,2
1930,4980.825042,53265,62,12.0,27,0.0,3,238.005074,2
1931,4774.379355,0,73,1.0,31,0.0,3,525.6,1
1932,7758.588506,96162,97,9.0,91,0.0,4,376.569009,2
1933,8189.967712,72191,68,19.0,48,0.0,2,209.387509,2
1934,4270.034394,0,122,27.0,2,0.0,1,725.870693,1
1935,2429.280527,26736,63,6.0,64,0.0,1,367.92773,1
1936,2489.751297,75474,62,12.0,7,0.0,1,297.6,2
1937,10808.06597,31063,92,20.0,19,0.0,2,441.6,1
1938,4836.394361,0,140,15.0,87,0.0,1,672.0,2
1939,12487.58095,31283,104,18.0,3,0.0,2,499.2,1
1940,8901.468512,76558,74,2.0,45,0.0,2,216.980413,1
1941,8409.668976,53986,70,22.0,37,1.0,2,127.886591,2
1942,6652.474492,34886,84,3.0,40,0.0,5,403.2,2
1943,3509.968806,51800,92,29.0,12,0.0,1,299.452532,1
1944,5010.37931,64014,63,26.0,27,0.0,7,295.871784,1
1945,7442.570447,57517,96,14.0,61,0.0,8,460.8,1
1946,15656.03434,71731,130,12.0,50,0.0,2,599.648466,2
1947,2485.886754,0,70,24.0,58,0.0,1,504.0,2
1948,8972.140307,89689,74,14.0,4,0.0,2,136.829537,1
1949,5619.689084,0,153,25.0,5,0.0,1,1027.000029,1
1950,5451.802287,55898,69,35.0,87,0.0,6,441.951758,1
1951,6333.030812,71737,79,7.0,79,0.0,4,338.79562,1
1952,6993.838856,0,65,29.0,35,2.0,2,468.0,1
1953,8531.401125,98677,105,3.0,40,0.0,9,108.025547,1
1954,8311.1359,0,72,22.0,79,0.0,2,311.329282,1
1955,8901.678357,0,136,14.0,69,1.0,8,1090.86434,1
1956,4671.416683,0,66,7.0,66,0.0,9,475.2,1
1957,8263.482214,0,79,11.0,45,1.0,2,46.464625,2
1958,13561.2048,29095,91,29.0,47,1.0,2,280.800938,1
1959,3798.32165,0,107,34.0,70,1.0,1,1261.943541,2
1960,9538.770856,0,85,7.0,6,0.0,2,58.714775,2
1961,7894.5005,21723,104,31.0,6,0.0,8,748.8,1
1962,2860.111745,51159,72,4.0,61,0.0,1,4.238626,2
1963,4506.485006,15462,115,34.0,18,0.0,1,611.941558,2
1964,2150.906016,0,63,8.0,83,0.0,1,453.6,1
1965,2413.139714,27501,63,20.0,0,0.0,1,542.319401,1
1966,2556.609217,23867,65,6.0,99,0.0,1,312.0,1
1967,7613.706014,25944,70,20.0,34,0.0,2,336.0,1
1968,4897.041423,24383,69,4.0,78,2.0,4,331.2,1
1969,5331.737284,60986,67,30.0,32,0.0,5,417.781693,1
1970,11905.06754,0,115,19.0,39,0.0,2,840.179082,2
1971,9118.148093,56446,114,2.0,8,0.0,3,547.2,1
1972,10899.30177,58518,136,17.0,9,0.0,3,323.637414,1
1973,15641.25856,32370,130,31.0,84,0.0,2,487.736171,1
1974,2481.842224,77993,62,26.0,10,0.0,1,297.6,1
1975,7919.832069,0,70,13.0,18,0.0,2,336.0,2
1976,4506.577736,14985,116,12.0,45,0.0,1,571.319514,1
1977,16301.9676,19614,85,21.0,32,0.0,2,574.024018,2
1978,19957.79034,0,187,1.0,7,0.0,2,1346.4,1
1979,7462.926263,70263,93,30.0,66,0.0,5,7.345946,1
1980,4742.617289,78596,118,1.0,70,0.0,1,133.907696,2
1981,5107.163002,35625,65,10.0,56,1.0,3,288.572108,1
1982,10382.50368,11721,102,2.0,56,2.0,2,560.91624,2
1983,11681.37428,70930,99,2.0,21,0.0,2,190.43446,2
1984,5018.885233,54500,63,28.0,17,0.0,6,302.4,1
1985,6915.729915,96610,85,6.0,23,0.0,3,520.364752,1
1986,9294.54951,21370,77,1.0,35,0.0,2,105.181202,1
1987,3871.778009,0,111,10.0,75,0.0,1,799.2,2
1988,7545.548643,0,106,19.0,67,1.0,3,631.108223,1
1989,2425.29505,0,67,3.0,42,1.0,1,426.006858,1
1990,19483.24011,74300,122,23.0,38,0.0,2,354.55391,2
1991,14333.92489,41459,71,8.0,4,0.0,2,340.8,2
1992,27382.81893,45473,76,10.0,29,0.0,2,188.938397,1
1993,4365.256633,23566,112,3.0,43,0.0,1,537.6,1
1994,7659.499583,95701,98,24.0,8,3.0,3,99.697769,2
1995,5386.325174,33716,68,18.0,67,1.0,3,349.431986,1
1996,2089.337182,0,63,30.0,6,1.0,1,453.6,2
1997,5241.142484,48345,67,7.0,1,0.0,7,212.009825,1
1998,7623.580733,69900,64,23.0,68,0.0,2,33.97,2
1999,2722.210707,17576,71,29.0,70,0.0,1,398.502948,2
2000,5054.334903,22241,63,1.0,1,0.0,6,343.159148,2
2001,25464.82059,13663,97,1.0,66,0.0,2,465.6,2
2002,12846.4477,93210,107,6.0,9,2.0,2,513.6,2
2003,5414.897604,57452,136,25.0,10,1.0,1,652.8,2
2004,8329.286254,30865,104,33.0,31,0.0,7,21.261834,1
2005,7430.347681,61568,93,3.0,36,0.0,3,240.818954,1
2006,3713.803592,93308,92,20.0,56,0.0,1,441.6,2
2007,8798.312515,24550,111,12.0,6,0.0,9,536.00374,2
2008,16728.34386,0,237,1.0,29,0.0,5,1706.4,1
2009,2326.864833,0,62,26.0,98,0.0,1,624.711448,2
2010,2577.319607,74215,64,27.0,41,0.0,1,345.180055,1
2011,6624.61183,0,62,27.0,53,0.0,2,297.6,2
2012,11790.49617,25251,66,13.0,43,0.0,2,316.8,1
2013,5290.127299,27179,66,8.0,91,0.0,9,344.201601,2
2014,13931.35067,37695,118,11.0,62,0.0,2,352.311743,1
2015,15306.13396,83868,189,30.0,91,0.0,7,134.836237,2
2016,7724.840065,32051,193,4.0,40,1.0,1,926.4,2
2017,4505.405812,67801,115,12.0,45,1.0,1,23.810491,2
2018,14349.85991,73222,180,24.0,43,0.0,3,821.51673,2
2019,2592.437797,72421,65,8.0,23,0.0,1,312.0,1
2020,2762.801339,72335,69,23.0,35,0.0,1,331.2,2
2021,4909.027487,98693,61,7.0,57,0.0,3,292.8,1
2022,8382.630118,19683,117,17.0,41,1.0,9,561.6,2
2023,7291.599536,84629,90,19.0,17,0.0,5,411.671832,2
2024,13268.79263,32762,112,26.0,74,0.0,2,326.926833,1
2025,24980.22553,88440,70,19.0,30,0.0,2,27.145151,2
2026,5917.466603,0,169,31.0,77,0.0,1,1207.084251,2
2027,3677.907634,31349,93,10.0,32,0.0,1,446.4,1
2028,8269.075366,20225,114,27.0,64,1.0,6,547.2,2
2029,11763.93565,28806,99,35.0,75,0.0,2,475.2,2
2030,8556.58016,52440,109,27.0,58,0.0,3,371.206205,2
2031,8776.363448,28360,73,8.0,65,0.0,2,863.909989,2
2032,4233.56878,95647,106,11.0,30,0.0,1,508.8,2
2033,11042.29006,0,64,14.0,91,0.0,2,415.803174,1
2034,5367.089817,97742,67,33.0,57,0.0,5,67.648392,1
2035,8901.055724,46814,113,7.0,19,0.0,3,542.4,2
2036,3489.276369,0,98,29.0,37,0.0,1,705.6,2
2037,5626.530435,46897,70,16.0,47,0.0,3,344.377218,1
2038,31758.35391,44207,99,23.0,57,0.0,2,407.638917,1
2039,2657.570431,0,71,22.0,25,0.0,1,340.8,1
2040,15808.75757,86347,130,17.0,93,0.0,2,593.779554,1
2041,20766.66918,0,73,9.0,28,2.0,2,350.4,1
2042,8255.76385,54040,103,14.0,88,0.0,4,59.987126,1
2043,34611.37896,20090,109,10.0,59,0.0,2,523.2,1
2044,5258.251562,37874,65,30.0,65,0.0,8,41.016038,2
2045,19069.49954,0,102,29.0,72,2.0,2,734.4,2
2046,4425.749642,63597,114,10.0,31,2.0,1,183.978738,2
2047,5926.980962,58733,74,26.0,42,0.0,9,355.2,2
2048,5004.310469,25486,65,15.0,53,0.0,3,72.438681,2
2049,2452.738575,52785,61,2.0,90,0.0,1,45.721456,1
2050,9710.286449,33190,123,1.0,95,0.0,4,40.950769,1
2051,7732.385103,34430,65,6.0,15,0.0,2,184.958966,1
2052,9560.049227,19429,122,18.0,21,0.0,9,683.45551,2
2053,26113.36,80409,74,28.0,72,0.0,2,262.984836,1
2054,6689.022728,56980,84,33.0,70,0.0,7,599.000883,2
2055,4637.544647,0,68,18.0,81,0.0,3,352.130674,2
2056,4929.549699,25632,63,27.0,52,0.0,7,351.270869,1
2057,9103.8997,65733,113,13.0,6,0.0,3,684.948527,2
2058,5243.446345,96535,66,11.0,85,0.0,3,271.074379,1
2059,12421.86213,58781,106,31.0,37,0.0,2,502.46107,1
2060,5639.941974,73168,70,21.0,50,0.0,3,425.800112,1
2061,4049.415027,62864,104,20.0,14,0.0,1,171.213743,1
2062,4631.011293,78152,114,18.0,35,0.0,1,547.2,1
2063,23990.14738,69781,119,25.0,49,0.0,2,849.208601,1
2064,7086.176012,0,196,10.0,38,0.0,1,1644.690622,1
2065,3600.934326,25147,101,7.0,54,0.0,1,694.598288,2
2066,12321.83615,26887,113,32.0,67,0.0,2,542.4,1
2067,7019.177186,26806,63,32.0,19,0.0,2,302.4,1
2068,5757.442258,88997,72,9.0,71,0.0,3,174.041566,1
2069,4330.38602,60475,107,9.0,18,0.0,1,513.6,2
2070,7614.137981,27293,96,20.0,55,0.0,6,469.030907,2
2071,8662.048958,0,117,0.0,65,0.0,4,511.422666,2
2072,6676.726314,56875,84,0.0,70,0.0,6,145.448401,1
2073,4196.257691,18052,111,5.0,71,0.0,1,699.1679,2
2074,2674.730716,56342,69,12.0,89,0.0,1,331.2,2
2075,7221.151702,33811,184,17.0,59,0.0,1,587.37679,2
2076,3837.492458,36794,99,0.0,75,0.0,1,712.8,2
2077,3587.359906,16049,93,3.0,8,0.0,1,446.4,2
2078,8283.066678,71034,103,26.0,15,0.0,3,494.4,2
2079,5108.038755,26784,67,14.0,82,0.0,8,482.4,1
2080,4349.30875,75648,108,28.0,10,0.0,1,112.660916,2
2081,14428.86926,0,68,2.0,82,0.0,2,326.4,1
2082,7521.194691,0,104,13.0,20,0.0,3,499.2,2
2083,5627.297887,61486,70,2.0,65,0.0,3,334.13351,1
2084,5295.625697,0,74,19.0,71,0.0,3,532.8,1
2085,5678.050167,0,76,8.0,44,0.0,3,364.8,1
2086,3230.576665,62873,81,0.0,41,0.0,1,207.75186,1
2087,7805.31287,21073,106,25.0,54,1.0,3,508.8,1
2088,3455.17183,0,91,16.0,63,0.0,1,681.038959,2
2089,2398.333185,0,65,26.0,97,0.0,1,422.947888,2
2090,19339.20282,22582,61,0.0,74,0.0,2,292.8,2
2091,3056.990764,78310,76,4.0,24,0.0,1,364.8,1
2092,7699.632103,23577,68,1.0,67,0.0,2,91.815153,2
2093,3491.26162,29673,92,21.0,49,2.0,1,328.348506,2
2094,58166.55351,61321,186,0.0,30,1.0,2,427.63121,2
2095,9080.28284,68073,114,16.0,63,0.0,8,547.2,2
2096,19174.63407,74028,118,10.0,16,0.0,2,53.076203,2
2097,7824.372789,32823,100,1.0,36,0.0,8,480.0,1
2098,2117.989147,0,64,0.0,78,0.0,1,426.248686,2
2099,5233.949019,69231,65,19.0,7,0.0,9,193.243084,1
2100,5079.843625,83288,124,18.0,70,0.0,1,353.397699,1
2101,4372.194536,20354,116,23.0,0,0.0,1,556.8,1
2102,4547.321823,29031,61,7.0,19,2.0,3,292.8,2
2103,4145.711862,25943,110,26.0,83,0.0,1,1067.333126,1
2104,5623.757656,77912,71,2.0,21,1.0,3,23.89816,1
2105,2230.755716,0,62,9.0,49,0.0,1,325.88607,1
2106,4554.911887,90156,114,16.0,6,0.0,1,388.346716,1
2107,2799.470318,78127,69,5.0,6,0.0,1,136.172569,1
2108,37150.82945,17774,108,0.0,64,0.0,2,116.257094,1
2109,5481.502923,70795,68,10.0,95,0.0,4,177.948654,2
2110,2403.53947,24248,70,33.0,82,3.0,1,336.0,1
