,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
1488,LC92080,Oregon,7247.736708,No,Basic,College,2011-01-01,Employed,M,23541,Rural,Married,62,12.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Agent,98.923871,Two-Door Car,Medsize,1
1489,QA41558,Oregon,5419.45812,No,Basic,Master,2011-01-06,Employed,F,73536,Urban,Married,67,29.0,27,0.0,6,Personal Auto,Personal L1,Offer2,Branch,172.518524,Two-Door Car,Medsize,1
1490,KX79225,Oregon,20123.86854,No,Basic,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Single,70,18.0,23,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,504.0,Four-Door Car,Small,1
1491,TJ30081,Arizona,12036.62051,Yes,Basic,Bachelor,2011-02-10,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,499.2,SUV,Medsize,2
1492,JF16295,Oregon,7547.762822,No,Premium,High School or Below,2011-02-16,Unemployed,F,0,Suburban,Married,102,34.0,37,0.0,3,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize,2
1493,KJ50265,Washington,10418.31143,No,Extended,High School or Below,2011-01-12,Disabled,M,27951,Suburban,Married,91,32.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize,1
1494,FB55024,Oregon,3286.171949,No,Extended,High School or Below,2011-02-07,Employed,F,60934,Suburban,Married,82,15.0,64,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,393.6,Two-Door Car,Large,2
1495,NV14535,Nevada,10408.96865,Yes,Basic,High School or Below,2011-02-18,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal L2,Offer1,Branch,523.815839,SUV,Medsize,2
1496,YH43996,Arizona,10189.65429,No,Premium,College,2011-01-21,Unemployed,M,0,Suburban,Single,101,15.0,90,0.0,2,Personal Auto,Personal L3,Offer1,Branch,727.2,Four-Door Car,Small,1
1497,ZF58696,California,13104.14911,No,Extended,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Single,130,7.0,31,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1430.548077,Sports Car,Medsize,2
1498,TN64240,California,7853.961409,No,Extended,Bachelor,2011-02-21,Employed,F,42582,Suburban,Divorced,99,1.0,57,0.0,5,Corporate Auto,Corporate L3,Offer4,Call Center,629.344642,Four-Door Car,Small,2
1499,OY96856,Oregon,8044.872393,Yes,Basic,Bachelor,2011-02-19,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,2
1500,LB97434,Arizona,5531.627731,No,Basic,Bachelor,2011-01-21,Employed,M,50648,Suburban,Married,69,27.0,50,1.0,9,Personal Auto,Personal L3,Offer1,Call Center,331.2,Two-Door Car,Medsize,1
1501,PF40592,Washington,4942.630606,No,Basic,College,2011-01-08,Medical Leave,F,23285,Rural,Married,65,30.0,22,0.0,7,Personal Auto,Personal L2,Offer2,Web,118.446235,Two-Door Car,Medsize,1
1502,BV33510,Arizona,26413.54751,No,Extended,High School or Below,2011-02-24,Employed,F,24631,Suburban,Married,83,25.0,87,1.0,2,Personal Auto,Personal L3,Offer2,Web,398.4,Four-Door Car,Large,2
1503,SE76116,California,9567.711298,No,Basic,Bachelor,2011-01-29,Employed,M,81410,Rural,Divorced,119,8.0,86,0.0,7,Personal Auto,Personal L2,Offer1,Branch,221.188327,SUV,Medsize,1
1504,JB51220,Oregon,10915.35877,No,Premium,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,155,9.0,62,1.0,8,Corporate Auto,Corporate L2,Offer1,Call Center,1116.0,Sports Car,Medsize,2
1505,LK74984,Washington,2459.171724,No,Basic,High School or Below,2011-01-12,Employed,M,21190,Suburban,Married,65,24.0,68,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Medsize,1
1506,TD20252,Arizona,5317.807221,No,Basic,College,2011-01-08,Employed,M,74092,Suburban,Married,67,17.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Medsize,1
1507,KM79894,Arizona,3095.175379,No,Extended,Master,2011-01-21,Employed,M,88246,Suburban,Married,77,3.0,27,1.0,1,Corporate Auto,Corporate L3,Offer2,Agent,428.608683,Four-Door Car,Medsize,1
1508,WX92363,Washington,4250.775183,No,Basic,Bachelor,2011-02-23,Employed,F,27608,Urban,Divorced,108,30.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Branch,308.953614,SUV,Medsize,2
1509,VZ79366,California,4362.931238,Yes,Premium,College,2011-01-03,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L2,Offer2,Branch,528.0,Four-Door Car,Medsize,1
1510,IS58493,Oregon,4369.697742,No,Basic,Master,2011-02-11,Employed,M,40774,Urban,Married,110,28.0,59,1.0,1,Personal Auto,Personal L3,Offer1,Agent,394.968488,Sports Car,Medsize,2
1511,BE33446,Arizona,5015.009472,Yes,Extended,Bachelor,2011-02-03,Employed,F,48567,Suburban,Single,130,12.0,15,0.0,1,Personal Auto,Personal L1,Offer2,Agent,624.0,SUV,Medsize,2
1512,UN49741,Oregon,11121.62179,No,Basic,High School or Below,2011-02-17,Employed,M,44299,Suburban,Divorced,106,25.0,76,5.0,2,Personal Auto,Personal L1,Offer1,Call Center,754.260616,SUV,Medsize,2
1513,BE92692,Oregon,2487.777024,No,Basic,Bachelor,2011-02-21,Employed,M,69236,Rural,Married,63,31.0,83,1.0,1,Personal Auto,Personal L2,Offer3,Branch,110.868874,Four-Door Car,Medsize,2
1514,IR62720,Nevada,6842.580052,No,Extended,Bachelor,2011-02-19,Disabled,M,25259,Suburban,Married,87,18.0,8,0.0,9,Personal Auto,Personal L1,Offer3,Agent,417.6,Four-Door Car,Medsize,2
1515,DS45844,California,4167.094538,No,Basic,College,2011-02-13,Unemployed,M,0,Rural,Married,117,8.0,64,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,94.94292,Sports Car,Medsize,2
1516,YR30159,California,20936.33105,No,Basic,College,2011-02-06,Employed,M,20309,Suburban,Divorced,181,5.0,12,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1579.854155,Luxury Car,Medsize,2
1517,EN61670,Arizona,5332.462694,Yes,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Personal Auto,Personal L1,Offer2,Branch,309.577946,Four-Door Car,Medsize,2
1518,XR71687,Oregon,9407.452895,No,Basic,Bachelor,2011-01-07,Employed,M,31485,Rural,Married,118,17.0,79,0.0,6,Personal Auto,Personal L2,Offer2,Agent,294.905685,SUV,Medsize,1
1519,UQ34669,Arizona,5757.442258,Yes,Basic,Master,2011-01-31,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,1
1520,XJ61632,Oregon,2034.993043,No,Basic,Bachelor,2011-01-16,Unemployed,M,0,Suburban,Single,62,29.0,59,2.0,1,Personal Auto,Personal L1,Offer1,Web,446.4,Four-Door Car,Medsize,1
1521,FZ20933,Oregon,4880.94644,No,Basic,High School or Below,2011-01-24,Employed,M,24398,Suburban,Married,63,14.0,79,1.0,3,Personal Auto,Personal L2,Offer2,Agent,302.4,Four-Door Car,Large,1
1522,UF32671,Washington,5291.395332,No,Basic,College,2011-02-26,Employed,F,57338,Suburban,Single,66,9.0,85,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,316.8,Four-Door Car,Small,2
1523,ZA45956,California,13736.1325,Yes,Premium,Master,2011-02-13,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize,2
1524,YH60476,Oregon,5780.182197,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Corporate Auto,Corporate L3,Offer2,Call Center,787.993313,Four-Door Car,Medsize,2
1525,UU84036,California,8267.848845,No,Basic,High School or Below,2011-01-01,Employed,M,59597,Urban,Married,69,6.0,59,0.0,2,Special Auto,Special L2,Offer1,Agent,222.791933,Two-Door Car,Medsize,1
1526,EN60878,Oregon,6183.111464,No,Extended,Bachelor,2011-02-13,Disabled,M,23712,Urban,Single,85,2.0,20,0.0,3,Personal Auto,Personal L2,Offer1,Branch,376.126419,Four-Door Car,Medsize,2
1527,UR42360,California,16979.79757,Yes,Basic,Bachelor,2011-01-17,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,525.6,Two-Door Car,Small,1
1528,PE59735,Oregon,22952.06778,No,Extended,High School or Below,2011-02-15,Disabled,F,20031,Rural,Married,86,4.0,83,0.0,2,Personal Auto,Personal L3,Offer1,Branch,109.69048,Four-Door Car,Medsize,2
1529,MD44130,Oregon,5712.380598,No,Basic,High School or Below,2011-01-28,Employed,M,24882,Suburban,Married,72,13.0,20,0.0,8,Corporate Auto,Corporate L2,Offer4,Branch,345.6,Two-Door Car,Large,1
1530,CK14803,California,4325.491222,No,Basic,College,2011-02-02,Employed,M,94242,Rural,Divorced,107,15.0,70,0.0,1,Personal Auto,Personal L2,Offer2,Branch,52.121929,SUV,Large,2
1531,QL77686,Nevada,4724.786102,No,Basic,College,2011-01-05,Employed,F,23986,Urban,Married,119,31.0,3,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,463.335061,SUV,Small,1
1532,FV58292,Oregon,5555.830205,Yes,Basic,Bachelor,2011-02-06,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small,2
1533,IC94523,California,11638.89947,Yes,Basic,College,2011-01-26,Medical Leave,F,25370,Suburban,Married,102,10.0,77,0.0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Sports Car,Large,1
1534,ZC97171,Arizona,7627.431532,No,Extended,High School or Below,2011-02-15,Employed,F,60479,Rural,Single,96,1.0,44,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,85.155359,Four-Door Car,Medsize,2
1535,OR40901,California,12731.95161,Yes,Basic,Doctor,2011-01-14,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,504.0,SUV,Large,1
1536,UM14135,Nevada,3265.156348,Yes,Extended,Bachelor,2011-01-26,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L1,Offer1,Agent,393.6,Four-Door Car,Medsize,1
1537,HG64216,California,2832.513487,No,Basic,College,2011-01-29,Employed,M,37124,Suburban,Married,72,4.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Branch,430.518791,Two-Door Car,Medsize,1
1538,ZG88784,Oregon,4911.458509,No,Basic,College,2011-01-10,Employed,M,52796,Suburban,Divorced,62,6.0,17,0.0,3,Corporate Auto,Corporate L2,Offer4,Call Center,297.6,Four-Door Car,Medsize,1
1539,HG39060,Oregon,5110.680779,No,Basic,Bachelor,2011-01-28,Unemployed,M,0,Suburban,Single,74,34.0,51,0.0,4,Corporate Auto,Corporate L2,Offer1,Call Center,532.8,Four-Door Car,Medsize,1
1540,MD40054,Oregon,6369.262355,Yes,Extended,High School or Below,2011-01-20,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small,1
1541,LO90163,Nevada,30081.36783,No,Basic,Bachelor,2011-01-23,Employed,F,24626,Rural,Married,108,19.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,225.971279,SUV,Medsize,1
1542,JZ63423,Arizona,5321.108879,No,Extended,College,2011-01-13,Employed,M,67431,Suburban,Divorced,136,28.0,17,1.0,1,Personal Auto,Personal L3,Offer2,Call Center,652.8,SUV,Large,1
1543,DV58197,California,8256.2978,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,1
1544,EJ77678,Oregon,3235.360468,No,Extended,Master,2011-02-07,Employed,F,75690,Suburban,Married,80,17.0,44,1.0,1,Personal Auto,Personal L3,Offer2,Branch,384.0,Four-Door Car,Small,2
1545,SG51792,Arizona,2753.159194,No,Basic,Bachelor,2011-02-04,Employed,F,75277,Suburban,Married,70,2.0,48,3.0,1,Corporate Auto,Corporate L3,Offer2,Agent,459.743736,Two-Door Car,Medsize,2
1546,PF24757,Arizona,6521.368813,Yes,Extended,College,2011-01-09,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Personal Auto,Personal L1,Offer2,Agent,393.6,Four-Door Car,Medsize,1
1547,JS64688,Oregon,2595.853636,No,Basic,High School or Below,2011-02-02,Employed,M,48608,Suburban,Divorced,67,18.0,12,0.0,1,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize,2
1548,TS98462,Washington,22399.12944,No,Basic,High School or Below,2011-01-15,Employed,F,78494,Rural,Married,69,21.0,53,0.0,2,Personal Auto,Personal L3,Offer3,Branch,78.189401,Two-Door Car,Medsize,1
1549,QZ44356,Arizona,6979.535903,No,Extended,Bachelor,2011-01-31,Unemployed,F,0,Suburban,Single,94,13.0,42,0.0,8,Personal Auto,Personal L3,Offer3,Agent,1131.464935,Four-Door Car,Medsize,1
1550,OP60201,Oregon,2203.439795,No,Basic,College,2011-02-26,Unemployed,M,0,Suburban,Single,72,33.0,6,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,518.715288,Four-Door Car,Medsize,2
1551,KB44286,Oregon,46770.94705,No,Basic,High School or Below,2011-02-01,Employed,F,64403,Rural,Single,198,11.0,86,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,111.173021,Luxury SUV,Small,2
1552,PK37121,Washington,4369.595738,No,Basic,High School or Below,2011-02-16,Employed,F,91775,Rural,Married,108,9.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Branch,256.893746,SUV,Large,2
1553,FU17577,Oregon,3788.814643,No,Basic,High School or Below,2011-01-10,Unemployed,F,0,Suburban,Single,106,27.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,SUV,Medsize,1
1554,UM26324,Washington,5838.89915,Yes,Basic,High School or Below,2011-01-06,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,281.295903,Four-Door Car,Large,1
1555,KA49711,Nevada,5320.343098,No,Basic,Bachelor,2011-02-12,Employed,M,77524,Rural,Married,68,12.0,95,3.0,6,Corporate Auto,Corporate L2,Offer3,Call Center,64.799325,Four-Door Car,Small,2
1556,YU80673,California,5106.781547,No,Basic,College,2011-02-07,Disabled,F,29894,Rural,Married,72,9.0,69,4.0,3,Personal Auto,Personal L3,Offer3,Agent,16.510134,Four-Door Car,Large,2
1557,AE93522,Washington,7212.143863,No,Basic,Bachelor,2011-01-23,Employed,M,75891,Rural,Single,61,1.0,5,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,61.285525,Two-Door Car,Medsize,1
1558,TE49565,Oregon,11833.76732,No,Basic,College,2011-01-17,Disabled,F,16552,Suburban,Married,103,23.0,53,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,1
1559,HN54181,California,6013.038073,No,Extended,College,2011-02-09,Unemployed,F,0,Suburban,Single,84,8.0,30,0.0,7,Personal Auto,Personal L1,Offer3,Agent,604.8,Four-Door Car,Small,2
1560,GM37281,California,2582.408525,Yes,Basic,Bachelor,2011-02-14,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,2
1561,AH58807,Arizona,51426.24815,No,Basic,College,2011-01-09,Employed,F,84650,Urban,Married,185,13.0,39,3.0,2,Personal Auto,Personal L2,Offer1,Agent,660.474274,Luxury Car,Medsize,1
1562,VY27019,Oregon,4807.002259,No,Basic,College,2011-01-29,Unemployed,F,0,Suburban,Single,69,4.0,69,0.0,9,Personal Auto,Personal L2,Offer1,Agent,496.8,Four-Door Car,Medsize,1
1563,SW31412,Oregon,14808.05624,No,Basic,College,2011-02-22,Employed,F,41440,Suburban,Married,62,20.0,80,1.0,2,Personal Auto,Personal L3,Offer3,Agent,297.6,Four-Door Car,Small,2
1564,TP15362,Oregon,3591.996064,No,Extended,College,2011-02-05,Employed,M,28013,Suburban,Divorced,91,16.0,13,0.0,1,Personal Auto,Personal L1,Offer2,Branch,655.2,Four-Door Car,Medsize,2
1565,MW83318,Oregon,8826.611996,No,Basic,College,2011-02-24,Employed,F,26320,Suburban,Married,111,3.0,92,0.0,9,Corporate Auto,Corporate L2,Offer1,Web,603.819794,SUV,Large,2
1566,WC21189,California,7731.713059,No,Extended,College,2011-02-11,Employed,F,37386,Suburban,Married,97,1.0,4,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Large,2
1567,TN79487,California,4458.113369,Yes,Basic,Bachelor,2011-01-02,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,1
1568,ZN27753,Oregon,5794.565797,No,Basic,Bachelor,2011-01-10,Employed,M,70524,Suburban,Married,73,18.0,5,0.0,4,Personal Auto,Personal L2,Offer2,Web,350.4,Four-Door Car,Medsize,1
1569,CW63533,California,2468.443101,No,Basic,Bachelor,2011-01-08,Employed,M,65876,Rural,Married,63,1.0,52,1.0,1,Personal Auto,Personal L2,Offer2,Agent,44.359382,Two-Door Car,Medsize,1
1570,AS55478,Oregon,3874.86854,No,Extended,Bachelor,2011-02-23,Employed,M,26670,Suburban,Married,98,23.0,13,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,541.229321,Four-Door Car,Small,2
1571,XX29952,Arizona,12174.58958,No,Premium,College,2011-01-12,Employed,M,88184,Rural,Married,104,5.0,97,3.0,2,Personal Auto,Personal L3,Offer1,Agent,240.176533,Four-Door Car,Medsize,1
1572,YR45605,Oregon,2413.888405,No,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Single,68,6.0,35,0.0,1,Personal Auto,Personal L2,Offer3,Web,379.209349,Four-Door Car,Medsize,1
1573,AE62631,Oregon,8427.723769,No,Basic,Bachelor,2011-02-28,Employed,M,20662,Suburban,Married,72,10.0,99,0.0,2,Personal Auto,Personal L1,Offer4,Agent,373.324673,Two-Door Car,Medsize,2
1574,FS70572,California,9445.925985,No,Extended,College,2011-01-10,Employed,M,76837,Rural,Divorced,78,2.0,12,0.0,2,Corporate Auto,Corporate L2,Offer4,Call Center,23.788022,Four-Door Car,Small,1
1575,ZD44648,Arizona,9656.212573,No,Extended,College,2011-02-12,Employed,M,29504,Suburban,Single,125,16.0,29,0.0,9,Personal Auto,Personal L3,Offer4,Web,1224.56345,SUV,Medsize,2
1576,JP28293,California,6696.903521,No,Extended,Doctor,2011-01-09,Employed,F,57240,Rural,Married,83,18.0,79,0.0,7,Corporate Auto,Corporate L3,Offer2,Call Center,83.652384,Four-Door Car,Medsize,1
1577,DQ19344,California,3112.049841,No,Extended,College,2011-02-24,Employed,M,33046,Rural,Married,79,14.0,26,0.0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize,2
1578,LA31975,Arizona,13144.49101,No,Basic,College,2011-01-14,Unemployed,M,0,Suburban,Single,194,23.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Branch,931.2,Luxury SUV,Small,1
1579,IZ24763,Nevada,3445.86241,No,Extended,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Divorced,94,33.0,95,0.0,1,Corporate Auto,Corporate L2,Offer1,Web,590.626396,Four-Door Car,Small,1
1580,QF21045,Oregon,2735.538859,No,Basic,College,2011-02-14,Employed,F,99205,Urban,Married,68,7.0,21,0.0,1,Personal Auto,Personal L2,Offer2,Branch,323.246017,Two-Door Car,Medsize,2
1581,EO38569,Washington,2195.295372,No,Basic,High School or Below,2011-02-13,Unemployed,F,0,Suburban,Single,62,30.0,29,1.0,1,Personal Auto,Personal L2,Offer1,Web,446.4,Four-Door Car,Large,2
1582,SU95720,California,8923.113112,No,Extended,High School or Below,2011-01-14,Unemployed,M,0,Suburban,Married,125,22.0,80,0.0,9,Personal Auto,Personal L3,Offer4,Branch,900.0,SUV,Small,1
1583,DD27563,Oregon,6342.473656,No,Extended,High School or Below,2011-02-13,Employed,M,86687,Urban,Single,80,4.0,82,0.0,3,Personal Auto,Personal L3,Offer1,Agent,274.159702,Four-Door Car,Large,2
1584,WE68750,Oregon,5687.897911,No,Basic,Bachelor,2011-01-24,Employed,M,99747,Rural,Single,72,28.0,87,0.0,5,Corporate Auto,Corporate L2,Offer1,Call Center,61.536107,Two-Door Car,Medsize,1
1585,BB65725,California,8061.198798,No,Basic,College,2011-02-11,Employed,M,57293,Urban,Married,102,19.0,87,0.0,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Sports Car,Medsize,2
1586,JC29850,California,7506.964816,No,Basic,Bachelor,2011-01-26,Unemployed,M,0,Suburban,Married,67,16.0,12,1.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,1
1587,OO97388,Oregon,2855.687705,No,Basic,Master,2011-01-22,Employed,F,99612,Suburban,Married,70,14.0,20,0.0,1,Personal Auto,Personal L1,Offer2,Agent,336.0,Two-Door Car,Small,1
1588,HV75193,California,2866.595388,No,Basic,Master,2011-02-07,Disabled,F,26924,Urban,Married,73,12.0,80,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize,2
1589,YJ59924,Oregon,7308.433864,No,Extended,College,2011-01-30,Employed,M,31115,Suburban,Married,92,21.0,20,0.0,3,Personal Auto,Personal L1,Offer3,Agent,441.6,Four-Door Car,Medsize,1
1590,IH91478,Oregon,4808.957973,No,Basic,Bachelor,2011-01-12,Medical Leave,F,23554,Rural,Married,61,12.0,17,0.0,6,Personal Auto,Personal L2,Offer1,Agent,142.459804,Two-Door Car,Medsize,1
1591,HZ74609,Oregon,5527.988928,No,Basic,Bachelor,2011-02-25,Unemployed,F,0,Suburban,Married,72,4.0,72,0.0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large,2
1592,TC82133,Oregon,5375.821564,No,Basic,Bachelor,2011-02-25,Employed,M,66844,Rural,Married,70,11.0,80,4.0,5,Personal Auto,Personal L3,Offer3,Branch,104.977375,Four-Door Car,Medsize,2
1593,RW50070,Arizona,8935.274872,No,Extended,High School or Below,2011-02-26,Employed,M,63326,Suburban,Married,225,5.0,99,0.0,1,Personal Auto,Personal L3,Offer2,Branch,1080.0,Luxury Car,Medsize,2
1594,HP56518,Oregon,5548.031892,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,1
1595,IK49861,Oregon,3107.588649,No,Extended,Bachelor,2011-02-23,Unemployed,M,0,Rural,Married,88,1.0,66,0.0,1,Personal Auto,Personal L2,Offer2,Agent,87.135752,Two-Door Car,Medsize,2
1596,XU49878,Washington,5396.311664,No,Basic,Bachelor,2011-02-14,Employed,M,62039,Urban,Married,68,8.0,30,1.0,8,Personal Auto,Personal L2,Offer3,Call Center,265.877583,Four-Door Car,Medsize,2
1597,OE75747,Nevada,2189.642522,No,Basic,College,2011-01-28,Unemployed,F,0,Suburban,Married,61,5.0,46,3.0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,1
1598,IY37465,Arizona,4929.549699,Yes,Basic,Bachelor,2011-01-26,Employed,M,25632,Suburban,Married,63,27.0,52,0.0,7,Corporate Auto,Corporate L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,1
1599,TI92884,Arizona,12622.83268,No,Basic,Bachelor,2011-02-15,Employed,M,61844,Suburban,Divorced,106,19.0,74,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,508.8,Sports Car,Small,2
1600,OQ51004,California,3954.344534,Yes,Basic,Bachelor,2011-02-25,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,2
1601,PJ36749,Washington,5597.12496,Yes,Extended,High School or Below,2011-01-27,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,667.2,SUV,Medsize,1
1602,ZW33889,California,2477.708203,No,Basic,Bachelor,2011-02-14,Employed,F,44280,Rural,Married,62,25.0,3,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,130.298883,Two-Door Car,Medsize,2
1603,EK56325,Arizona,6637.228238,No,Extended,High School or Below,2011-02-16,Unemployed,M,0,Suburban,Married,92,4.0,83,2.0,3,Personal Auto,Personal L1,Offer3,Call Center,662.4,Four-Door Car,Medsize,2
1604,GU41036,Oregon,9416.28441,No,Extended,High School or Below,2011-02-26,Disabled,M,13411,Suburban,Married,127,27.0,81,0.0,7,Personal Auto,Personal L1,Offer1,Branch,609.6,SUV,Medsize,2
1605,FJ57446,Oregon,8434.119038,No,Basic,College,2011-01-04,Employed,F,27694,Suburban,Single,108,3.0,3,0.0,7,Personal Auto,Personal L2,Offer3,Agent,741.850171,SUV,Small,1
1606,TO55166,California,2600.002868,No,Basic,Bachelor,2011-01-12,Employed,M,72766,Rural,Married,65,23.0,93,0.0,1,Personal Auto,Personal L2,Offer3,Branch,91.464233,Two-Door Car,Medsize,1
1607,OH93496,Arizona,3703.404606,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Single,109,22.0,5,0.0,1,Personal Auto,Personal L3,Offer1,Agent,784.8,SUV,Small,1
1608,RW51650,Oregon,8622.835375,Yes,Basic,Bachelor,2011-02-18,Employed,M,97361,Suburban,Single,73,6.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,2
1609,AR96516,Oregon,5914.951808,No,Basic,Bachelor,2011-01-28,Employed,F,50217,Suburban,Married,74,18.0,2,0.0,9,Personal Auto,Personal L1,Offer2,Web,355.2,Two-Door Car,Medsize,1
1610,LR32149,Arizona,22940.38215,No,Basic,Bachelor,2011-01-01,Employed,F,52993,Urban,Married,64,16.0,86,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,304.699889,Four-Door Car,Medsize,1
1611,GE87503,California,18211.14319,No,Premium,High School or Below,2011-02-07,Employed,M,53690,Suburban,Married,154,20.0,97,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,739.2,SUV,Small,2
1612,ZT30559,California,4746.686506,No,Basic,High School or Below,2011-01-28,Disabled,F,15169,Suburban,Married,63,34.0,15,0.0,3,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Medsize,1
1613,EL67979,California,17223.06591,No,Basic,College,2011-01-11,Employed,M,22346,Suburban,Single,64,7.0,44,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,307.2,Four-Door Car,Large,1
1614,TN36916,California,4029.723325,No,Basic,Bachelor,2011-02-19,Employed,F,93621,Rural,Married,100,16.0,20,0.0,1,Personal Auto,Personal L2,Offer3,Branch,59.860273,SUV,Large,2
1615,TY95197,Washington,4132.58858,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,63,4.0,55,1.0,3,Personal Auto,Personal L3,Offer1,Agent,453.6,Four-Door Car,Medsize,1
